,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,,
566,-316.488,15:09.6,A1a4,15:10.0,1781,325.079,15:10.1,15:09.8,15:10.0,15.804,24.10562963,37.92558262,-282.0126897,89.81247399,4,17.846,32.6408463,-16.8368463
567,-309.275,15:10.0,A1a4,15:10.3,1781,325.079,15:10.4,15:10.1,15:10.3,33.65,24.10562963,37.92558262,-282.0126897,89.81247399,4,-6.248,32.6408463,1.0091537
568,-291.429,15:10.3,A1a4,15:10.6,1781,348.3,15:10.8,15:10.4,15:10.6,27.402,24.10562963,37.92558262,-282.0126897,89.81247399,4,-12.956,32.6408463,-5.2388463
569,-320.898,15:10.6,A1a4,15:10.9,1781,325.079,15:11.1,15:10.8,15:11.0,14.446,24.10562963,37.92558262,-282.0126897,89.81247399,4,,32.6408463,-18.1948463
570,-310.633,15:11.0,A1a4,15:11.3,1781,325.079,15:11.4,15:11.1,,,24.10562963,37.92558262,-282.0126897,89.81247399,4,,32.6408463,-32.6408463
571,10.877,15:11.6,A1a4,15:11.6,1781,348.3,15:11.8,15:11.4,15:11.6,10.877,24.10562963,37.92558262,-282.0126897,89.81247399,4,22.75,32.6408463,-21.7638463
572,-315.82,15:11.6,A1a4,15:11.9,1781,325.079,15:12.1,15:11.8,15:12.0,33.627,24.10562963,37.92558262,-282.0126897,89.81247399,4,-6.279,32.6408463,0.9861537
573,-291.452,15:12.0,A1a4,15:12.3,1781,348.299,15:12.4,15:12.1,15:12.3,27.348,24.10562963,37.92558262,-282.0126897,89.81247399,4,-18.601,32.6408463,-5.2928463
574,-320.951,15:12.3,A1a4,15:12.6,1781,325.08,15:12.8,15:12.4,15:12.6,8.747,24.10562963,37.92558262,-282.0126897,89.81247399,4,7.008,32.6408463,-23.8938463
575,-316.333,15:12.6,A1a4,15:12.9,1781,325.079,15:13.1,15:12.8,15:13.0,15.755,24.10562963,37.92558262,-282.0126897,89.81247399,4,22.391,32.6408463,-16.8858463
576,-309.324,15:13.0,A1a4,15:13.3,1781,348.3,15:13.4,15:13.1,15:13.3,38.146,24.10562963,37.92558262,-282.0126897,89.81247399,4,-23.131,32.6408463,5.5051537
577,-310.154,15:13.3,A1a4,15:13.6,1781,325.079,15:13.8,15:13.4,15:13.6,15.015,24.10562963,37.92558262,-282.0126897,89.81247399,4,,32.6408463,-17.6258463
578,-1036.5,13:09.9,A3a1,13:11.0,1781,1532.517,13:11.7,13:10.4,13:11.0,37.227,43.61084615,67.58307934,-1306.766769,321.6682823,0,-37.11,32.6408463,4.5861537
579,-1495.29,13:11.0,A3a1,13:12.5,1781,1764.716,13:13.4,13:11.7,13:12.5,0.117,43.61084615,67.58307934,-1306.766769,321.6682823,0,38.454,32.6408463,-32.5238463
580,-1764.599,13:12.5,A3a1,13:14.3,1781,1137.778,13:14.8,13:13.4,13:14.3,38.571,43.61084615,67.58307934,-1306.766769,321.6682823,0,-11.915,32.6408463,5.9301537
581,-1099.207,13:14.3,A3a1,13:15.4,1781,998.458,13:15.9,13:14.8,13:15.4,26.656,43.61084615,67.58307934,-1306.766769,321.6682823,0,14.338,32.6408463,-5.9848463
582,-971.802,13:15.4,A3a1,13:16.4,1781,1044.898,13:16.9,13:15.9,13:16.4,40.994,43.61084615,67.58307934,-1306.766769,321.6682823,0,-23.854,32.6408463,8.3531537
583,-1003.904,13:16.4,A3a1,13:17.4,1781,1671.837,13:18.3,13:16.9,13:17.5,17.14,43.61084615,67.58307934,-1306.766769,321.6682823,0,12.856,32.6408463,-15.5008463
584,-1654.697,13:17.5,A3a1,13:19.1,1781,1346.757,13:19.8,13:18.3,13:19.1,29.996,43.61084615,67.58307934,-1306.766769,321.6682823,0,2.701,32.6408463,-2.6448463
585,-1316.761,13:19.1,A3a1,13:20.5,1781,1068.118,13:21.0,13:19.8,13:20.5,32.697,43.61084615,67.58307934,-1306.766769,321.6682823,0,-28.962,32.6408463,0.0561537
586,-1035.421,13:20.5,A3a1,13:21.5,1781,1555.737,13:22.3,13:21.0,13:21.5,3.735,43.61084615,67.58307934,-1306.766769,321.6682823,0,11.468,32.6408463,-28.9058463
587,-1552.002,13:21.5,A3a1,13:23.1,1781,1880.816,13:24.0,13:22.3,13:23.1,15.203,43.61084615,67.58307934,-1306.766769,321.6682823,0,18.285,32.6408463,-17.4378463
588,-1865.613,13:23.1,A3a1,13:25.0,1781,1230.658,13:25.6,13:24.0,13:25.0,33.488,43.61084615,67.58307934,-1306.766769,321.6682823,0,-6.812,32.6408463,0.8471537
589,-1197.17,13:25.0,A3a1,13:26.2,1781,1021.678,13:26.7,13:25.6,13:26.2,26.676,43.61084615,67.58307934,-1306.766769,321.6682823,0,237.765,32.6408463,-5.9648463
590,-995.002,13:26.2,A3a1,13:27.2,1781,1253.878,13:27.8,13:26.7,13:27.5,264.441,43.61084615,67.58307934,-1306.766769,321.6682823,0,,32.6408463,231.8001537
591,-580.382,14:40.0,A3a2,14:40.6,1781,719.818,14:40.9,14:40.3,14:40.6,13.023,36.00558333,36.84237045,-626.0926667,97.36492487,0,-8.504,32.6408463,-19.6178463
592,-706.795,14:40.6,A3a2,14:41.3,1781,743.039,14:41.7,14:40.9,14:41.3,4.519,36.00558333,36.84237045,-626.0926667,97.36492487,0,98.713,32.6408463,-28.1218463
593,-738.52,14:41.3,A3a2,14:42.0,1781,603.719,14:42.3,14:41.7,14:42.1,103.232,36.00558333,36.84237045,-626.0926667,97.36492487,0,15.379,32.6408463,70.5911537
594,-500.487,14:42.1,A3a2,14:42.6,1781,580.498,14:42.9,14:42.3,14:42.8,118.611,36.00558333,36.84237045,-626.0926667,97.36492487,0,-87.4,32.6408463,85.9701537
595,-461.887,14:42.8,A3a2,14:43.2,1781,580.499,14:43.5,14:42.9,14:43.2,31.211,36.00558333,36.84237045,-626.0926667,97.36492487,0,9.291,32.6408463,-1.4298463
596,-549.288,14:43.2,A3a2,14:43.8,1781,743.039,14:44.2,14:43.5,14:43.8,40.502,36.00558333,36.84237045,-626.0926667,97.36492487,0,-11.55,32.6408463,7.8611537
597,-702.537,14:43.8,A3a2,14:44.5,1781,673.379,14:44.9,14:44.2,14:44.6,28.952,36.00558333,36.84237045,-626.0926667,97.36492487,0,-16.981,32.6408463,-3.6888463
598,-644.427,14:44.6,A3a2,14:45.2,1781,580.498,14:45.5,14:44.9,14:45.2,11.971,36.00558333,36.84237045,-626.0926667,97.36492487,0,2.62,32.6408463,-20.6698463
599,-568.527,14:45.2,A3a2,14:45.8,1781,719.819,14:46.2,14:45.5,14:45.8,14.591,36.00558333,36.84237045,-626.0926667,97.36492487,0,-7.558,32.6408463,-18.0498463
600,-705.228,14:45.8,A3a2,14:46.5,1781,766.259,14:46.9,14:46.2,14:46.5,7.033,36.00558333,36.84237045,-626.0926667,97.36492487,0,24.097,32.6408463,-25.6078463
601,-759.226,14:46.5,A3a2,14:47.3,1781,626.938,14:47.6,14:46.9,14:47.3,31.13,36.00558333,36.84237045,-626.0926667,97.36492487,0,-3.838,32.6408463,-1.5108463
602,-595.808,14:47.3,A3a2,14:47.9,1781,580.499,14:48.2,14:47.6,14:47.9,27.292,36.00558333,36.84237045,-626.0926667,97.36492487,0,,32.6408463,-5.3488463
603,-379.68,12:28.5,A3a3,12:28.8,1781,394.74,12:29.0,12:28.6,12:28.9,36.2,32.78338095,24.70446468,-415.063,46.73750192,0,6.483,32.6408463,3.5591537
604,-358.54,12:28.9,A3a3,12:29.2,1781,417.959,12:29.4,12:29.0,12:29.3,42.683,32.78338095,24.70446468,-415.063,46.73750192,0,-31.97,32.6408463,10.0421537
605,-375.276,12:29.3,A3a3,12:29.6,1781,417.959,12:29.9,12:29.4,12:29.7,10.713,32.78338095,24.70446468,-415.063,46.73750192,0,11.232,32.6408463,-21.9278463
606,-407.246,12:29.7,A3a3,12:30.1,1781,441.179,12:30.3,12:29.9,12:30.1,21.945,32.78338095,24.70446468,-415.063,46.73750192,0,8.918,32.6408463,-10.6958463
607,-419.234,12:30.1,A3a3,12:30.5,1781,487.619,12:30.7,12:30.3,12:30.5,30.863,32.78338095,24.70446468,-415.063,46.73750192,0,-8.62,32.6408463,-1.7778463
608,-456.756,12:30.5,A3a3,12:31.0,1781,487.619,12:31.2,12:30.7,12:31.0,22.243,32.78338095,24.70446468,-415.063,46.73750192,0,10.861,32.6408463,-10.3978463
609,-465.376,12:31.0,A3a3,12:31.5,1781,510.839,12:31.7,12:31.2,12:31.5,33.104,32.78338095,24.70446468,-415.063,46.73750192,0,-13.454,32.6408463,0.4631537
610,-477.735,12:31.5,A3a3,12:32.0,1781,464.399,12:32.2,12:31.7,12:32.0,19.65,32.78338095,24.70446468,-415.063,46.73750192,0,23.236,32.6408463,-12.9908463
611,-444.749,12:32.0,A3a3,12:32.5,1781,487.619,12:32.7,12:32.2,12:32.5,42.886,32.78338095,24.70446468,-415.063,46.73750192,0,-24.363,32.6408463,10.2451537
612,-444.733,12:32.5,A3a3,12:32.9,1781,441.179,12:33.2,12:32.7,12:33.0,18.523,32.78338095,24.70446468,-415.063,46.73750192,0,14.201,32.6408463,-14.1178463
613,-422.656,12:33.0,A3a3,12:33.4,1781,417.96,12:33.6,12:33.2,12:33.4,32.724,32.78338095,24.70446468,-415.063,46.73750192,0,-6.538,32.6408463,0.0831537
614,-385.236,12:33.4,A3a3,12:33.8,1781,464.399,12:34.0,12:33.6,12:33.8,26.186,32.78338095,24.70446468,-415.063,46.73750192,0,-12.869,32.6408463,-6.4548463
615,-438.213,12:33.8,A3a3,12:34.3,1781,464.399,12:34.5,12:34.0,12:34.3,13.317,32.78338095,24.70446468,-415.063,46.73750192,0,31.172,32.6408463,-19.3238463
616,-451.082,12:34.3,A3a3,12:34.7,1781,510.839,12:35.0,12:34.5,12:34.8,44.489,32.78338095,24.70446468,-415.063,46.73750192,0,-18.643,32.6408463,11.8481537
617,-466.35,12:34.8,A3a3,12:35.2,1781,487.619,12:35.5,12:35.0,12:35.3,25.846,32.78338095,24.70446468,-415.063,46.73750192,0,-5.544,32.6408463,-6.7948463
618,-461.773,12:35.3,A3a3,12:35.7,1781,441.179,12:35.9,12:35.5,12:35.7,20.302,32.78338095,24.70446468,-415.063,46.73750192,0,15.084,32.6408463,-12.3388463
619,-420.877,12:35.7,A3a3,12:36.2,1781,441.179,12:36.4,12:35.9,12:36.2,35.386,32.78338095,24.70446468,-415.063,46.73750192,0,-10.182,32.6408463,2.7451537
620,-405.793,12:36.2,A3a3,12:36.6,1781,394.739,12:36.8,12:36.4,12:36.6,25.204,32.78338095,24.70446468,-415.063,46.73750192,0,106.283,32.6408463,-7.4368463
621,-369.535,12:36.6,A3a3,12:37.0,1781,417.96,12:37.2,12:36.8,12:37.1,131.487,32.78338095,24.70446468,-415.063,46.73750192,0,-115.758,32.6408463,98.8461537
622,-286.473,12:37.1,A3a3,12:37.4,1781,394.739,12:37.6,12:37.2,12:37.4,15.729,32.78338095,24.70446468,-415.063,46.73750192,0,23.242,32.6408463,-16.9118463
623,-379.01,12:37.4,A3a3,12:37.8,1781,441.179,12:38.0,12:37.6,12:37.9,38.971,32.78338095,24.70446468,-415.063,46.73750192,0,,32.6408463,6.3301537
624,-304.184,13:34.2,A3a4,13:34.5,1781,301.859,13:34.7,13:34.4,13:34.5,16.735,26.1811,14.88575549,-305.1942333,23.89480198,0,13.478,32.6408463,-15.9058463
625,-285.124,13:34.5,A3a4,13:34.8,1781,301.86,13:35.0,13:34.7,13:34.9,30.213,26.1811,14.88575549,-305.1942333,23.89480198,0,3.518,32.6408463,-2.4278463
626,-271.647,13:34.9,A3a4,13:35.1,1781,325.079,13:35.3,13:35.0,13:35.2,33.731,26.1811,14.88575549,-305.1942333,23.89480198,0,-7.901,32.6408463,1.0901537
627,-291.348,13:35.2,A3a4,13:35.4,1781,301.859,13:35.6,13:35.3,13:35.5,25.83,26.1811,14.88575549,-305.1942333,23.89480198,0,5.902,32.6408463,-6.8108463
628,-276.029,13:35.5,A3a4,13:35.8,1781,325.08,13:35.9,13:35.6,13:35.8,31.732,26.1811,14.88575549,-305.1942333,23.89480198,0,-19.315,32.6408463,-0.9088463
629,-293.348,13:35.8,A3a4,13:36.1,1781,325.079,13:36.2,13:35.9,13:36.1,12.417,26.1811,14.88575549,-305.1942333,23.89480198,0,23.812,32.6408463,-20.2238463
630,-312.662,13:36.1,A3a4,13:36.4,1781,348.299,13:36.6,13:36.2,13:36.4,36.229,26.1811,14.88575549,-305.1942333,23.89480198,0,-28.955,32.6408463,3.5881537
631,-312.07,13:36.4,A3a4,13:36.7,1781,348.3,13:36.9,13:36.6,13:36.8,7.274,26.1811,14.88575549,-305.1942333,23.89480198,0,3.845,32.6408463,-25.3668463
632,-341.026,13:36.8,A3a4,13:37.1,1781,348.299,13:37.3,13:36.9,13:37.1,11.119,26.1811,14.88575549,-305.1942333,23.89480198,0,7.793,32.6408463,-21.5218463
633,-337.18,13:37.1,A3a4,13:37.4,1781,371.519,13:37.6,13:37.3,13:37.5,18.912,26.1811,14.88575549,-305.1942333,23.89480198,0,18.47,32.6408463,-13.7288463
634,-352.607,13:37.5,A3a4,13:37.8,1781,348.3,13:38.0,13:37.6,13:37.9,37.382,26.1811,14.88575549,-305.1942333,23.89480198,0,-17.653,32.6408463,4.7411537
635,-310.918,13:37.9,A3a4,13:38.2,1781,325.079,13:38.3,13:38.0,13:38.2,19.729,26.1811,14.88575549,-305.1942333,23.89480198,0,11.556,32.6408463,-12.9118463
636,-305.35,13:38.2,A3a4,13:38.5,1781,325.079,13:38.7,13:38.3,13:38.5,31.285,26.1811,14.88575549,-305.1942333,23.89480198,0,-4.026,32.6408463,-1.3558463
637,-293.794,13:38.5,A3a4,13:38.8,1781,325.08,13:39.0,13:38.7,13:38.8,27.259,26.1811,14.88575549,-305.1942333,23.89480198,0,7.412,32.6408463,-5.3818463
638,-297.821,13:38.8,A3a4,13:39.1,1781,325.079,13:39.3,13:39.0,13:39.2,34.671,26.1811,14.88575549,-305.1942333,23.89480198,0,-26.147,32.6408463,2.0301537
639,-290.408,13:39.2,A3a4,13:39.5,1781,301.859,13:39.6,13:39.3,13:39.5,8.524,26.1811,14.88575549,-305.1942333,23.89480198,0,26.03,32.6408463,-24.1168463
640,-293.335,13:39.5,A3a4,13:39.8,1781,325.08,13:39.9,13:39.6,13:39.8,34.554,26.1811,14.88575549,-305.1942333,23.89480198,0,-17.669,32.6408463,1.9131537
641,-290.526,13:39.8,A3a4,13:40.1,1781,348.299,13:40.3,13:39.9,13:40.1,16.885,26.1811,14.88575549,-305.1942333,23.89480198,0,-10.129,32.6408463,-15.7558463
642,-331.414,13:40.1,A3a4,13:40.4,1781,348.299,13:40.6,13:40.3,13:40.4,6.756,26.1811,14.88575549,-305.1942333,23.89480198,0,10.414,32.6408463,-25.8848463
643,-341.543,13:40.4,A3a4,13:40.8,1781,348.3,13:41.0,13:40.6,13:40.8,17.17,26.1811,14.88575549,-305.1942333,23.89480198,0,17.562,32.6408463,-15.4708463
644,-331.13,13:40.8,A3a4,13:41.1,1781,371.519,13:41.3,13:41.0,13:41.2,34.732,26.1811,14.88575549,-305.1942333,23.89480198,0,49.185,32.6408463,2.0911537
645,-336.787,13:41.2,A3a4,13:41.5,1781,348.299,13:41.7,13:41.3,13:41.6,83.917,26.1811,14.88575549,-305.1942333,23.89480198,0,-46.512,32.6408463,51.2761537
646,-264.382,13:41.6,A3a4,13:41.9,1781,371.52,13:42.0,13:41.7,13:41.9,37.405,26.1811,14.88575549,-305.1942333,23.89480198,0,-28.498,32.6408463,4.7641537
647,-334.115,13:41.9,A3a4,13:42.2,1781,325.079,13:42.4,13:42.0,13:42.2,8.907,26.1811,14.88575549,-305.1942333,23.89480198,0,18.657,32.6408463,-23.7338463
648,-316.172,13:42.2,A3a4,13:42.6,1781,325.079,13:42.7,13:42.4,13:42.6,27.564,26.1811,14.88575549,-305.1942333,23.89480198,0,-7.213,32.6408463,-5.0768463
649,-297.515,13:42.6,A3a4,13:42.9,1781,301.86,13:43.0,13:42.7,13:42.9,20.351,26.1811,14.88575549,-305.1942333,23.89480198,0,8.796,32.6408463,-12.2898463
650,-281.509,13:42.9,A3a4,13:43.2,1781,301.859,13:43.3,13:43.0,13:43.2,29.147,26.1811,14.88575549,-305.1942333,23.89480198,0,11.202,32.6408463,-3.4938463
651,-272.712,13:43.2,A3a4,13:43.5,1781,325.08,13:43.6,13:43.3,13:43.5,40.349,26.1811,14.88575549,-305.1942333,23.89480198,0,-19.71,32.6408463,7.7081537
652,-284.731,13:43.5,A3a4,13:43.8,1781,325.079,13:44.0,13:43.6,13:43.8,20.639,26.1811,14.88575549,-305.1942333,23.89480198,0,3.376,32.6408463,-12.0018463
653,-304.44,13:43.8,A3a4,13:44.1,1781,325.079,13:44.3,13:44.0,13:44.2,24.015,26.1811,14.88575549,-305.1942333,23.89480198,0,,32.6408463,-8.6258463
654,-1310.975,17:07.9,A1a1,17:09.2,1782,1346.757,17:09.9,17:08.6,17:09.3,42.399,27.61123077,8.414103331,-1307.301077,9.636164213,0,-17.274,32.6408463,9.7581537
655,-1304.358,17:09.3,A1a1,17:10.6,1782,1323.538,17:11.2,17:09.9,17:10.6,25.125,27.61123077,8.414103331,-1307.301077,9.636164213,0,15.491,32.6408463,-7.5158463
656,-1298.413,17:10.6,A1a1,17:11.9,1782,1346.757,17:12.6,17:11.2,17:11.9,40.616,27.61123077,8.414103331,-1307.301077,9.636164213,0,-13.561,32.6408463,7.9751537
657,-1306.141,17:11.9,A1a1,17:13.2,1782,1323.537,17:13.9,17:12.6,17:13.3,27.055,27.61123077,8.414103331,-1307.301077,9.636164213,0,-7.296,32.6408463,-5.5858463
658,-1296.482,17:13.3,A1a1,17:14.6,1782,1346.758,17:15.2,17:13.9,17:14.6,19.759,27.61123077,8.414103331,-1307.301077,9.636164213,0,5.7,32.6408463,-12.8818463
659,-1326.999,17:14.6,A1a1,17:15.9,1782,1323.537,17:16.6,17:15.2,17:15.9,25.459,27.61123077,8.414103331,-1307.301077,9.636164213,0,2.819,32.6408463,-7.1818463
660,-1298.078,17:15.9,A1a1,17:17.2,1782,1323.538,17:17.9,17:16.6,17:17.3,28.278,27.61123077,8.414103331,-1307.301077,9.636164213,0,-2.709,32.6408463,-4.3628463
661,-1295.26,17:17.3,A1a1,17:18.6,1782,1346.757,17:19.2,17:17.9,17:18.6,25.569,27.61123077,8.414103331,-1307.301077,9.636164213,0,-5.816,32.6408463,-7.0718463
662,-1321.188,17:18.6,A1a1,17:19.9,1782,1323.537,17:20.6,17:19.2,17:19.9,19.753,27.61123077,8.414103331,-1307.301077,9.636164213,0,11.561,32.6408463,-12.8878463
663,-1303.784,17:19.9,A1a1,17:21.2,1782,1346.758,17:21.9,17:20.6,17:21.3,31.314,27.61123077,8.414103331,-1307.301077,9.636164213,0,-16.531,32.6408463,-1.3268463
664,-1315.444,17:21.3,A1a1,17:22.6,1782,1323.537,17:23.2,17:21.9,17:22.6,14.783,27.61123077,8.414103331,-1307.301077,9.636164213,0,22.936,32.6408463,-17.8578463
665,-1308.754,17:22.6,A1a1,17:23.9,1782,1346.757,17:24.6,17:23.2,17:23.9,37.719,27.61123077,8.414103331,-1307.301077,9.636164213,0,-16.602,32.6408463,5.0781537
666,-1309.038,17:23.9,A1a1,17:25.2,1782,1323.538,17:25.9,17:24.6,17:25.3,21.117,27.61123077,8.414103331,-1307.301077,9.636164213,0,,32.6408463,-11.5238463
667,-634.232,16:01.3,A1a2,16:02.0,1782,673.379,16:02.3,16:01.6,16:02.0,39.214,26.63718519,70.86514044,-615.5848214,87.18779107,1,-10.372,32.6408463,6.5731537
668,-634.165,16:02.0,A1a2,16:02.6,1782,650.159,16:03.0,16:02.3,16:02.7,28.842,26.63718519,70.86514044,-615.5848214,87.18779107,1,-7.687,32.6408463,-3.7988463
669,-621.317,16:02.7,A1a2,16:03.3,1782,673.378,16:03.6,16:03.0,16:03.3,21.155,26.63718519,70.86514044,-615.5848214,87.18779107,1,-6.073,32.6408463,-11.4858463
670,-652.223,16:03.3,A1a2,16:04.0,1782,673.379,16:04.3,16:03.6,16:04.0,15.082,26.63718519,70.86514044,-615.5848214,87.18779107,1,12.167,32.6408463,-17.5588463
671,-658.297,16:04.0,A1a2,16:04.6,1782,673.379,16:05.0,16:04.3,16:04.7,27.249,26.63718519,70.86514044,-615.5848214,87.18779107,1,-21.969,32.6408463,-5.3918463
672,-646.13,16:04.7,A1a2,16:05.3,1782,650.159,16:05.6,16:05.0,16:05.3,5.28,26.63718519,70.86514044,-615.5848214,87.18779107,1,17.166,32.6408463,-27.3608463
673,-644.879,16:05.3,A1a2,16:06.0,1782,673.378,16:06.3,16:05.6,16:06.0,22.446,26.63718519,70.86514044,-615.5848214,87.18779107,1,6.413,32.6408463,-10.1948463
674,-650.932,16:06.0,A1a2,16:06.6,1782,673.379,16:07.0,16:06.3,16:06.7,28.859,26.63718519,70.86514044,-615.5848214,87.18779107,1,-2.522,32.6408463,-3.7818463
675,-644.52,16:06.7,A1a2,16:07.3,1782,650.159,16:07.6,16:07.0,16:07.3,26.337,26.63718519,70.86514044,-615.5848214,87.18779107,1,21.773,32.6408463,-6.3038463
676,-623.822,16:07.3,A1a2,16:08.0,1782,673.378,16:08.3,16:07.6,16:08.0,48.11,26.63718519,70.86514044,-615.5848214,87.18779107,1,-13.771,32.6408463,15.4691537
677,-625.268,16:08.0,A1a2,16:08.6,1782,673.379,16:09.0,16:08.3,16:08.7,34.339,26.63718519,70.86514044,-615.5848214,87.18779107,1,-5.702,32.6408463,1.6981537
678,-639.04,16:08.7,A1a2,16:09.3,1782,673.379,16:09.6,16:09.0,16:09.3,28.637,26.63718519,70.86514044,-615.5848214,87.18779107,1,-18.674,32.6408463,-4.0038463
679,-644.742,16:09.3,A1a2,16:10.0,1782,650.158,16:10.3,16:09.6,16:10.0,9.963,26.63718519,70.86514044,-615.5848214,87.18779107,1,22.66,32.6408463,-22.6778463
680,-640.195,16:10.0,A1a2,16:10.6,1782,673.379,16:11.0,16:10.3,16:10.7,32.623,26.63718519,70.86514044,-615.5848214,87.18779107,1,-1.223,32.6408463,-0.0178463
681,-640.756,16:10.7,A1a2,16:11.3,1782,673.379,16:11.6,16:11.0,16:11.3,31.4,26.63718519,70.86514044,-615.5848214,87.18779107,1,-3.457,32.6408463,-1.2408463
682,-641.979,16:11.3,A1a2,16:12.0,1782,650.159,16:12.3,16:11.6,16:12.0,27.943,26.63718519,70.86514044,-615.5848214,87.18779107,1,12.361,32.6408463,-4.6978463
683,-622.216,16:12.0,A1a2,16:12.6,1782,673.378,16:13.0,16:12.3,16:12.7,40.304,26.63718519,70.86514044,-615.5848214,87.18779107,1,-0.784,32.6408463,7.6631537
684,-633.074,16:12.7,A1a2,16:13.3,1782,673.379,16:13.6,16:13.0,16:13.3,39.52,26.63718519,70.86514044,-615.5848214,87.18779107,1,-18.855,32.6408463,6.8791537
685,-633.859,16:13.3,A1a2,16:14.0,1782,673.379,16:14.3,16:13.6,16:14.0,20.665,26.63718519,70.86514044,-615.5848214,87.18779107,1,,32.6408463,-11.9758463
686,-652.714,16:14.0,A1a2,16:14.7,1782,650.158,16:15.0,16:14.3,,,26.63718519,70.86514044,-615.5848214,87.18779107,1,,32.6408463,-32.6408463
687,-235.886,16:15.1,A1a2,16:15.3,1782,673.379,16:15.6,16:15.0,16:15.1,-235.886,26.63718519,70.86514044,-615.5848214,87.18779107,1,263.047,32.6408463,-268.5268463
688,-626.908,16:15.3,A1a2,16:16.0,1782,673.379,16:16.3,16:15.6,16:16.0,27.161,26.63718519,70.86514044,-615.5848214,87.18779107,1,-5.076,32.6408463,-5.4798463
689,-646.218,16:16.0,A1a2,16:16.6,1782,650.158,16:17.0,16:16.3,16:16.7,22.085,26.63718519,70.86514044,-615.5848214,87.18779107,1,12.928,32.6408463,-10.5558463
690,-628.073,16:16.7,A1a2,16:17.3,1782,673.379,16:17.6,16:17.0,16:17.3,35.013,26.63718519,70.86514044,-615.5848214,87.18779107,1,235.155,32.6408463,2.3721537
691,-638.366,16:17.3,A1a2,16:18.0,1782,673.379,16:18.3,16:17.6,16:18.2,270.168,26.63718519,70.86514044,-615.5848214,87.18779107,1,-235.771,32.6408463,237.5271537
692,-403.211,16:18.2,A1a2,16:18.6,1782,673.378,16:19.0,16:18.3,16:18.7,34.397,26.63718519,70.86514044,-615.5848214,87.18779107,1,-18.61,32.6408463,1.7561537
693,-638.981,16:18.7,A1a2,16:19.3,1782,650.159,16:19.6,16:19.0,16:19.3,15.787,26.63718519,70.86514044,-615.5848214,87.18779107,1,6.724,32.6408463,-16.8538463
694,-634.372,16:19.3,A1a2,16:20.0,1782,673.379,16:20.3,16:19.6,16:20.0,22.511,26.63718519,70.86514044,-615.5848214,87.18779107,1,,32.6408463,-10.1298463
695,-421.265,17:31.9,A1a3,17:32.3,1782,441.179,17:32.5,17:32.1,17:32.3,32.318,30.70716667,45.61366705,-403.3504419,52.50073931,1,1.023,32.6408463,-0.3228463
696,-408.861,17:32.3,A1a3,17:32.7,1782,441.18,17:32.9,17:32.5,17:32.8,33.341,30.70716667,45.61366705,-403.3504419,52.50073931,1,-12.838,32.6408463,0.7001537
697,-407.839,17:32.8,A1a3,17:33.2,1782,441.179,17:33.4,17:32.9,17:33.2,20.503,30.70716667,45.61366705,-403.3504419,52.50073931,1,18.502,32.6408463,-12.1378463
698,-420.676,17:33.2,A1a3,17:33.6,1782,441.179,17:33.8,17:33.4,17:33.6,39.005,30.70716667,45.61366705,-403.3504419,52.50073931,1,6.603,32.6408463,6.3641537
699,-402.174,17:33.6,A1a3,17:34.1,1782,464.399,17:34.3,17:33.8,17:34.1,45.608,30.70716667,45.61366705,-403.3504419,52.50073931,1,-29.226,32.6408463,12.9671537
700,-418.791,17:34.1,A1a3,17:34.5,1782,441.179,17:34.7,17:34.3,17:34.5,16.382,30.70716667,45.61366705,-403.3504419,52.50073931,1,9.99,32.6408463,-16.2588463
701,-424.797,17:34.5,A1a3,17:35.0,1782,441.179,17:35.2,17:34.7,17:35.0,26.372,30.70716667,45.61366705,-403.3504419,52.50073931,1,-17.799,32.6408463,-6.2688463
702,-414.807,17:35.0,A1a3,17:35.4,1782,441.179,17:35.6,17:35.2,17:35.4,8.573,30.70716667,45.61366705,-403.3504419,52.50073931,1,1.108,32.6408463,-24.0678463
703,-432.606,17:35.4,A1a3,17:35.8,1782,441.179,17:36.1,17:35.6,17:35.8,9.681,30.70716667,45.61366705,-403.3504419,52.50073931,1,16.206,32.6408463,-22.9598463
704,-431.498,17:35.8,A1a3,17:36.3,1782,441.18,17:36.5,17:36.1,17:36.3,25.887,30.70716667,45.61366705,-403.3504419,52.50073931,1,8.474,32.6408463,-6.7538463
705,-415.293,17:36.3,A1a3,17:36.7,1782,441.179,17:36.9,17:36.5,17:36.8,34.361,30.70716667,45.61366705,-403.3504419,52.50073931,1,10.873,32.6408463,1.7201537
706,-406.818,17:36.8,A1a3,17:37.2,1782,464.399,17:37.4,17:36.9,17:37.2,45.234,30.70716667,45.61366705,-403.3504419,52.50073931,1,-34.284,32.6408463,12.5931537
707,-419.165,17:37.2,A1a3,17:37.6,1782,441.179,17:37.8,17:37.4,17:37.6,10.95,30.70716667,45.61366705,-403.3504419,52.50073931,1,9.757,32.6408463,-21.6908463
708,-430.229,17:37.6,A1a3,17:38.1,1782,441.179,17:38.3,17:37.8,17:38.1,20.707,30.70716667,45.61366705,-403.3504419,52.50073931,1,-9.919,32.6408463,-11.9338463
