,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,,
280,-414.797,11:07.0,A1a3,11:07.4,1780,441.179,11:07.6,11:07.2,11:07.4,29.183,26.14121951,54.37050179,-397.4769535,64.88915268,2,-0.523,32.6408463,-3.4578463
281,-411.996,11:07.4,A1a3,11:07.8,1780,441.179,11:08.1,11:07.6,11:07.9,28.66,26.14121951,54.37050179,-397.4769535,64.88915268,2,128.436,32.6408463,-3.9808463
282,-412.519,11:07.9,A1a3,11:08.3,1780,441.179,11:08.5,11:08.1,11:08.4,157.096,26.14121951,54.37050179,-397.4769535,64.88915268,2,-121.701,32.6408463,124.4551537
283,-284.083,11:08.4,A1a3,11:08.7,1780,441.18,11:08.9,11:08.5,11:08.8,35.395,26.14121951,54.37050179,-397.4769535,64.88915268,2,-11.423,32.6408463,2.7541537
284,-405.785,11:08.8,A1a3,11:09.2,1780,464.399,11:09.4,11:08.9,11:09.2,23.972,26.14121951,54.37050179,-397.4769535,64.88915268,2,5.394,32.6408463,-8.6688463
285,-440.427,11:09.2,A1a3,11:09.6,1780,441.179,11:09.8,11:09.4,11:09.7,29.366,26.14121951,54.37050179,-397.4769535,64.88915268,2,-12.968,32.6408463,-3.2748463
286,-411.813,11:09.7,A1a3,11:10.1,1780,441.179,11:10.3,11:09.8,11:10.1,16.398,26.14121951,54.37050179,-397.4769535,64.88915268,2,6.422,32.6408463,-16.2428463
287,-424.781,11:10.1,A1a3,11:10.5,1780,441.179,11:10.7,11:10.3,11:10.5,22.82,26.14121951,54.37050179,-397.4769535,64.88915268,2,,32.6408463,-9.8208463
288,-418.359,11:10.5,A1a3,11:10.9,1780,441.179,11:11.2,11:10.7,,,26.14121951,54.37050179,-397.4769535,64.88915268,2,,32.6408463,-32.6408463
289,-121.953,11:11.3,A1a3,11:11.4,1780,441.179,11:11.6,11:11.2,11:11.3,-121.953,26.14121951,54.37050179,-397.4769535,64.88915268,2,162.881,32.6408463,-154.5938463
290,-411.835,11:11.4,A1a3,11:11.8,1780,441.179,11:12.1,11:11.6,11:11.9,40.928,26.14121951,54.37050179,-397.4769535,64.88915268,2,-5.297,32.6408463,8.2871537
291,-400.251,11:11.9,A1a3,11:12.3,1780,464.4,11:12.5,11:12.1,11:12.3,35.631,26.14121951,54.37050179,-397.4769535,64.88915268,2,-17.903,32.6408463,2.9901537
292,-428.769,11:12.3,A1a3,11:12.7,1780,441.179,11:13.0,11:12.5,11:12.8,17.728,26.14121951,54.37050179,-397.4769535,64.88915268,2,-4.849,32.6408463,-14.9128463
293,-423.451,11:12.8,A1a3,11:13.2,1780,441.179,11:13.4,11:13.0,11:13.2,12.879,26.14121951,54.37050179,-397.4769535,64.88915268,2,-1.119,32.6408463,-19.7618463
294,-428.3,11:13.2,A1a3,11:13.6,1780,441.179,11:13.8,11:13.4,11:13.6,11.76,26.14121951,54.37050179,-397.4769535,64.88915268,2,23.852,32.6408463,-20.8808463
295,-429.419,11:13.6,A1a3,11:14.1,1780,441.179,11:14.3,11:13.8,11:14.1,35.612,26.14121951,54.37050179,-397.4769535,64.88915268,2,,32.6408463,2.9711537
296,-405.567,11:14.1,A1a3,11:14.5,1780,441.179,11:14.7,11:14.3,,,26.14121951,54.37050179,-397.4769535,64.88915268,2,,32.6408463,-32.6408463
297,-183.266,11:14.8,A1a3,11:14.9,1780,441.179,11:15.2,11:14.7,11:14.8,-183.266,26.14121951,54.37050179,-397.4769535,64.88915268,2,218.843,32.6408463,-215.9068463
298,-405.61,11:15.0,A1a3,11:15.4,1780,464.399,11:15.6,11:15.2,11:15.4,35.577,26.14121951,54.37050179,-397.4769535,64.88915268,2,-24.692,32.6408463,2.9361537
299,-428.822,11:15.4,A1a3,11:15.8,1780,441.18,11:16.1,11:15.6,11:15.9,10.885,26.14121951,54.37050179,-397.4769535,64.88915268,2,1.574,32.6408463,-21.7558463
300,-430.295,11:15.9,A1a3,11:16.3,1780,441.179,11:16.5,11:16.1,11:16.3,12.459,26.14121951,54.37050179,-397.4769535,64.88915268,2,16.762,32.6408463,-20.1818463
301,-428.72,11:16.3,A1a3,11:16.7,1780,441.179,11:17.0,11:16.5,11:16.8,29.221,26.14121951,54.37050179,-397.4769535,64.88915268,2,,32.6408463,-3.4198463
302,-297.563,11:37.1,A1a4,11:37.4,1780,348.299,11:37.6,11:37.3,11:37.4,21.819,27.62673214,13.75631167,-292.6431897,65.09232481,2,5.22,32.6408463,-10.8218463
303,-326.48,11:37.4,A1a4,11:37.8,1780,325.079,11:37.9,11:37.6,11:37.8,27.039,27.62673214,13.75631167,-292.6431897,65.09232481,2,5.797,32.6408463,-5.6018463
304,-298.04,11:37.8,A1a4,11:38.1,1780,325.08,11:38.3,11:37.9,11:38.1,32.836,27.62673214,13.75631167,-292.6431897,65.09232481,2,7.044,32.6408463,0.1951537
305,-292.244,11:38.1,A1a4,11:38.4,1780,348.299,11:38.6,11:38.3,11:38.5,39.88,27.62673214,13.75631167,-292.6431897,65.09232481,2,-17.53,32.6408463,7.2391537
306,-308.419,11:38.5,A1a4,11:38.8,1780,325.079,11:38.9,11:38.6,11:38.8,22.35,27.62673214,13.75631167,-292.6431897,65.09232481,2,-12.138,32.6408463,-10.2908463
307,-302.729,11:38.8,A1a4,11:39.1,1780,325.08,11:39.3,11:38.9,11:39.1,10.212,27.62673214,13.75631167,-292.6431897,65.09232481,2,10.494,32.6408463,-22.4288463
308,-314.868,11:39.1,A1a4,11:39.4,1780,348.299,11:39.6,11:39.3,11:39.4,20.706,27.62673214,13.75631167,-292.6431897,65.09232481,2,-16.652,32.6408463,-11.9348463
309,-327.593,11:39.4,A1a4,11:39.8,1780,325.079,11:39.9,11:39.6,11:39.8,4.054,27.62673214,13.75631167,-292.6431897,65.09232481,2,34.339,32.6408463,-28.5868463
310,-321.025,11:39.8,A1a4,11:40.1,1780,348.3,11:40.3,11:39.9,11:40.1,38.393,27.62673214,13.75631167,-292.6431897,65.09232481,2,-28.315,32.6408463,5.7521537
311,-309.907,11:40.1,A1a4,11:40.4,1780,325.079,11:40.6,11:40.3,11:40.4,10.078,27.62673214,13.75631167,-292.6431897,65.09232481,2,29.739,32.6408463,-22.5628463
312,-315.001,11:40.4,A1a4,11:40.8,1780,325.08,11:40.9,11:40.6,11:40.8,39.817,27.62673214,13.75631167,-292.6431897,65.09232481,2,-0.72,32.6408463,7.1761537
313,-285.263,11:40.8,A1a4,11:41.1,1780,348.299,11:41.3,11:40.9,11:41.1,39.097,27.62673214,13.75631167,-292.6431897,65.09232481,2,-18.284,32.6408463,6.4561537
314,-309.202,11:41.1,A1a4,11:41.4,1780,325.079,11:41.6,11:41.3,11:41.5,20.813,27.62673214,13.75631167,-292.6431897,65.09232481,2,5.162,32.6408463,-11.8278463
315,-304.266,11:41.5,A1a4,11:41.8,1780,325.08,11:41.9,11:41.6,11:41.8,25.975,27.62673214,13.75631167,-292.6431897,65.09232481,2,1.424,32.6408463,-6.6658463
316,-299.105,11:41.8,A1a4,11:42.1,1780,348.299,11:42.3,11:41.9,11:42.1,27.399,27.62673214,13.75631167,-292.6431897,65.09232481,2,-5.48,32.6408463,-5.2418463
317,-320.9,11:42.1,A1a4,11:42.4,1780,325.079,11:42.6,11:42.3,11:42.5,21.919,27.62673214,13.75631167,-292.6431897,65.09232481,2,12.093,32.6408463,-10.7218463
318,-303.16,11:42.5,A1a4,11:42.8,1780,325.08,11:42.9,11:42.6,11:42.8,34.012,27.62673214,13.75631167,-292.6431897,65.09232481,2,-1.657,32.6408463,1.3711537
319,-291.068,11:42.8,A1a4,11:43.1,1780,348.299,11:43.3,11:42.9,11:43.1,32.355,27.62673214,13.75631167,-292.6431897,65.09232481,2,-5.318,32.6408463,-0.2858463
320,-315.944,11:43.1,A1a4,11:43.4,1780,325.079,11:43.6,11:43.3,11:43.5,27.037,27.62673214,13.75631167,-292.6431897,65.09232481,2,6.809,32.6408463,-5.6038463
321,-298.042,11:43.5,A1a4,11:43.8,1780,325.08,11:43.9,11:43.6,11:43.8,33.846,27.62673214,13.75631167,-292.6431897,65.09232481,2,-5.68,32.6408463,1.2051537
322,-291.234,11:43.8,A1a4,11:44.1,1780,348.299,11:44.3,11:43.9,11:44.1,28.166,27.62673214,13.75631167,-292.6431897,65.09232481,2,63.037,32.6408463,-4.4748463
323,-320.133,11:44.1,A1a4,11:44.4,1780,325.079,11:44.6,11:44.3,11:44.5,91.203,27.62673214,13.75631167,-292.6431897,65.09232481,2,-63.109,32.6408463,58.5621537
324,-233.876,11:44.5,A1a4,11:44.8,1780,348.3,11:44.9,11:44.6,11:44.8,28.094,27.62673214,13.75631167,-292.6431897,65.09232481,2,-17.68,32.6408463,-4.5468463
325,-320.206,11:44.8,A1a4,11:45.1,1780,325.079,11:45.3,11:44.9,11:45.1,10.414,27.62673214,13.75631167,-292.6431897,65.09232481,2,16.034,32.6408463,-22.2268463
326,-314.665,11:45.1,A1a4,11:45.4,1780,325.079,11:45.6,11:45.3,11:45.5,26.448,27.62673214,13.75631167,-292.6431897,65.09232481,2,7.131,32.6408463,-6.1928463
327,-298.631,11:45.5,A1a4,11:45.8,1780,348.3,11:45.9,11:45.6,11:45.8,33.579,27.62673214,13.75631167,-292.6431897,65.09232481,2,-11.339,32.6408463,0.9381537
328,-314.721,11:45.8,A1a4,11:46.1,1780,325.079,11:46.3,11:45.9,11:46.1,22.24,27.62673214,13.75631167,-292.6431897,65.09232481,2,0.247,32.6408463,-10.4008463
329,-302.839,11:46.1,A1a4,11:46.4,1780,325.079,11:46.6,11:46.3,11:46.5,22.487,27.62673214,13.75631167,-292.6431897,65.09232481,2,5.264,32.6408463,-10.1538463
330,-302.592,11:46.5,A1a4,11:46.8,1780,348.3,11:46.9,11:46.6,11:46.8,27.751,27.62673214,13.75631167,-292.6431897,65.09232481,2,-11.328,32.6408463,-4.8898463
331,-320.549,11:46.8,A1a4,11:47.1,1780,325.079,11:47.3,11:46.9,11:47.1,16.423,27.62673214,13.75631167,-292.6431897,65.09232481,2,10.136,32.6408463,-16.2178463
332,-308.656,11:47.1,A1a4,11:47.4,1780,325.079,11:47.6,11:47.3,11:47.5,26.559,27.62673214,13.75631167,-292.6431897,65.09232481,2,-0.223,32.6408463,-6.0818463
333,-298.52,11:47.5,A1a4,11:47.8,1780,348.3,11:47.9,11:47.6,11:47.8,26.336,27.62673214,13.75631167,-292.6431897,65.09232481,2,-3.675,32.6408463,-6.3048463
334,-321.964,11:47.8,A1a4,11:48.1,1780,325.079,11:48.3,11:47.9,11:48.1,22.661,27.62673214,13.75631167,-292.6431897,65.09232481,2,4.125,32.6408463,-9.9798463
335,-302.418,11:48.1,A1a4,11:48.4,1780,325.08,11:48.6,11:48.3,11:48.5,26.786,27.62673214,13.75631167,-292.6431897,65.09232481,2,14.835,32.6408463,-5.8548463
336,-298.294,11:48.5,A1a4,11:48.8,1780,348.299,11:48.9,11:48.6,11:48.8,41.621,27.62673214,13.75631167,-292.6431897,65.09232481,2,-26.28,32.6408463,8.9801537
337,-306.678,11:48.8,A1a4,11:49.1,1780,325.079,11:49.3,11:48.9,11:49.1,15.341,27.62673214,13.75631167,-292.6431897,65.09232481,2,1.175,32.6408463,-17.2998463
338,-309.738,11:49.1,A1a4,11:49.4,1780,325.08,11:49.6,11:49.3,11:49.4,16.516,27.62673214,13.75631167,-292.6431897,65.09232481,2,28.096,32.6408463,-16.1248463
339,-308.564,11:49.4,A1a4,11:49.8,1780,348.299,11:49.9,11:49.6,11:49.8,44.612,27.62673214,13.75631167,-292.6431897,65.09232481,2,-17.587,32.6408463,11.9711537
340,-303.687,11:49.8,A1a4,11:50.1,1780,325.079,11:50.3,11:49.9,11:50.1,27.025,27.62673214,13.75631167,-292.6431897,65.09232481,2,0.977,32.6408463,-5.6158463
341,-298.054,11:50.1,A1a4,11:50.4,1780,348.3,11:50.6,11:50.3,11:50.5,28.002,27.62673214,13.75631167,-292.6431897,65.09232481,2,-5.746,32.6408463,-4.6388463
342,-320.298,11:50.5,A1a4,11:50.8,1780,325.079,11:50.9,11:50.6,11:50.8,22.256,27.62673214,13.75631167,-292.6431897,65.09232481,2,5.689,32.6408463,-10.3848463
343,-302.823,11:50.8,A1a4,11:51.1,1780,325.079,11:51.3,11:50.9,11:51.1,27.945,27.62673214,13.75631167,-292.6431897,65.09232481,2,,32.6408463,-4.6958463
344,-297.134,11:51.1,A1a4,11:51.4,1780,348.3,11:51.6,11:51.3,,,27.62673214,13.75631167,-292.6431897,65.09232481,2,,32.6408463,-32.6408463
345,4.54,11:51.8,A1a4,11:51.8,1780,325.079,11:51.9,11:51.6,11:51.8,4.54,27.62673214,13.75631167,-292.6431897,65.09232481,2,22.881,32.6408463,-28.1008463
346,-297.108,11:51.8,A1a4,11:52.1,1780,325.079,11:52.3,11:51.9,11:52.1,27.421,27.62673214,13.75631167,-292.6431897,65.09232481,2,6.823,32.6408463,-5.2198463
347,-297.658,11:52.1,A1a4,11:52.4,1780,348.3,11:52.6,11:52.3,11:52.5,34.244,27.62673214,13.75631167,-292.6431897,65.09232481,2,-24.039,32.6408463,1.6031537
348,-314.056,11:52.5,A1a4,11:52.8,1780,325.079,11:52.9,11:52.6,11:52.8,10.205,27.62673214,13.75631167,-292.6431897,65.09232481,2,17.329,32.6408463,-22.4358463
349,-314.874,11:52.8,A1a4,11:53.1,1780,325.079,11:53.3,11:52.9,11:53.1,27.534,27.62673214,13.75631167,-292.6431897,65.09232481,2,6.634,32.6408463,-5.1068463
350,-297.545,11:53.1,A1a4,11:53.4,1780,348.3,11:53.6,11:53.3,11:53.5,34.168,27.62673214,13.75631167,-292.6431897,65.09232481,2,-13.213,32.6408463,1.5271537
351,-314.132,11:53.5,A1a4,11:53.8,1780,325.079,11:53.9,11:53.6,11:53.8,20.955,27.62673214,13.75631167,-292.6431897,65.09232481,2,1.67,32.6408463,-11.6858463
352,-304.124,11:53.8,A1a4,11:54.1,1780,325.079,11:54.3,11:53.9,11:54.1,22.625,27.62673214,13.75631167,-292.6431897,65.09232481,2,6.84,32.6408463,-10.0158463
353,-302.454,11:54.1,A1a4,11:54.4,1780,348.3,11:54.6,11:54.3,11:54.4,29.465,27.62673214,13.75631167,-292.6431897,65.09232481,2,-1.55,32.6408463,-3.1758463
354,-318.835,11:54.4,A1a4,11:54.8,1780,325.079,11:54.9,11:54.6,11:54.8,27.915,27.62673214,13.75631167,-292.6431897,65.09232481,2,,32.6408463,-4.7258463
355,-297.164,11:54.8,A1a4,11:55.1,1780,348.299,11:55.3,11:54.9,,,27.62673214,13.75631167,-292.6431897,65.09232481,2,,32.6408463,-32.6408463
356,68.809,11:55.5,A1a4,11:55.4,1780,325.08,11:55.6,11:55.3,11:55.5,68.809,27.62673214,13.75631167,-292.6431897,65.09232481,2,-47.39,32.6408463,36.1681537
357,-239.125,11:55.5,A1a4,11:55.8,1780,325.079,11:55.9,11:55.6,11:55.8,21.419,27.62673214,13.75631167,-292.6431897,65.09232481,2,18.055,32.6408463,-11.2218463
358,-303.66,11:55.8,A1a4,11:56.1,1780,348.3,11:56.3,11:55.9,11:56.1,39.474,27.62673214,13.75631167,-292.6431897,65.09232481,2,-23.253,32.6408463,6.8331537
359,-308.826,11:56.1,A1a4,11:56.4,1780,325.079,11:56.6,11:56.3,11:56.5,16.221,27.62673214,13.75631167,-292.6431897,65.09232481,2,,32.6408463,-16.4198463
360,-1050.832,09:52.3,A3a1,09:53.3,1780,1532.517,09:54.1,09:52.8,09:53.4,33.958,27.32746154,9.91723307,-1306.401923,315.2722989,0,-31.407,32.6408463,1.3171537
361,-1498.559,09:53.4,A3a1,09:54.9,1780,1764.716,09:55.8,09:54.1,09:54.9,2.551,27.32746154,9.91723307,-1306.401923,315.2722989,0,33.499,32.6408463,-30.0898463
362,-1762.165,09:54.9,A3a1,09:56.6,1780,1137.778,09:57.2,09:55.8,09:56.7,36.05,27.32746154,9.91723307,-1306.401923,315.2722989,0,-17.694,32.6408463,3.4091537
363,-1101.728,09:56.7,A3a1,09:57.8,1780,998.458,09:58.3,09:57.2,09:57.8,18.356,27.32746154,9.91723307,-1306.401923,315.2722989,0,10.472,32.6408463,-14.2848463
364,-980.102,09:57.8,A3a1,09:58.8,1780,1044.898,09:59.3,09:58.3,09:58.8,28.828,27.32746154,9.91723307,-1306.401923,315.2722989,0,8.885,32.6408463,-3.8128463
365,-1016.07,09:58.8,A3a1,09:59.8,1780,1671.837,10:00.7,09:59.3,09:59.9,37.713,27.32746154,9.91723307,-1306.401923,315.2722989,0,-11.072,32.6408463,5.0721537
366,-1634.124,09:59.9,A3a1,10:01.5,1780,1346.757,10:02.2,10:00.7,10:01.5,26.641,27.32746154,9.91723307,-1306.401923,315.2722989,0,9.661,32.6408463,-5.9998463
367,-1320.116,10:01.5,A3a1,10:02.8,1780,1068.118,10:03.4,10:02.2,10:02.9,36.302,27.32746154,9.91723307,-1306.401923,315.2722989,0,-18.533,32.6408463,3.6611537
368,-1031.816,10:02.9,A3a1,10:03.9,1780,1555.737,10:04.7,10:03.4,10:03.9,17.769,27.32746154,9.91723307,-1306.401923,315.2722989,0,5.283,32.6408463,-14.8718463
369,-1537.968,10:03.9,A3a1,10:05.5,1780,1880.816,10:06.4,10:04.7,10:05.5,23.052,27.32746154,9.91723307,-1306.401923,315.2722989,0,9.177,32.6408463,-9.5888463
370,-1857.764,10:05.5,A3a1,10:07.4,1780,1230.658,10:08.0,10:06.4,10:07.4,32.229,27.32746154,9.91723307,-1306.401923,315.2722989,0,-4.103,32.6408463,-0.4118463
371,-1198.429,10:07.4,A3a1,10:08.6,1780,1021.678,10:09.1,10:08.0,10:08.6,28.126,27.32746154,9.91723307,-1306.401923,315.2722989,0,5.556,32.6408463,-4.5148463
372,-993.552,10:08.6,A3a1,10:09.6,1780,1253.878,10:10.2,10:09.1,10:09.6,33.682,27.32746154,9.91723307,-1306.401923,315.2722989,0,,32.6408463,1.0411537
373,-552.385,11:22.8,A3a2,11:23.3,1780,719.818,11:23.7,11:23.0,11:23.4,41.327,28.62691667,12.28144312,-631.5636667,80.14330467,0,-43.073,32.6408463,8.6861537
374,-678.491,11:23.4,A3a2,11:24.0,1780,743.039,11:24.4,11:23.7,11:24.0,-1.746,28.62691667,12.28144312,-631.5636667,80.14330467,0,31.217,32.6408463,-34.3868463
375,-744.785,11:24.0,A3a2,11:24.8,1780,603.719,11:25.1,11:24.4,11:24.8,29.471,28.62691667,12.28144312,-631.5636667,80.14330467,0,15.632,32.6408463,-3.1698463
376,-574.248,11:24.8,A3a2,11:25.4,1780,580.498,11:25.7,11:25.1,11:25.4,45.103,28.62691667,12.28144312,-631.5636667,80.14330467,0,-17.057,32.6408463,12.4621537
377,-535.395,11:25.4,A3a2,11:26.0,1780,580.499,11:26.3,11:25.7,11:26.0,28.046,28.62691667,12.28144312,-631.5636667,80.14330467,0,5.638,32.6408463,-4.5948463
378,-552.453,11:26.0,A3a2,11:26.6,1780,743.039,11:26.9,11:26.3,11:26.6,33.684,28.62691667,12.28144312,-631.5636667,80.14330467,0,-0.229,32.6408463,1.0431537
379,-709.355,11:26.6,A3a2,11:27.3,1780,673.379,11:27.6,11:26.9,11:27.3,33.455,28.62691667,12.28144312,-631.5636667,80.14330467,0,-12.15,32.6408463,0.8141537
380,-639.924,11:27.3,A3a2,11:28.0,1780,580.498,11:28.3,11:27.6,11:28.0,21.305,28.62691667,12.28144312,-631.5636667,80.14330467,0,5.055,32.6408463,-11.3358463
381,-559.193,11:28.0,A3a2,11:28.6,1780,719.819,11:28.9,11:28.3,11:28.6,26.36,28.62691667,12.28144312,-631.5636667,80.14330467,0,-8.683,32.6408463,-6.2808463
382,-693.459,11:28.6,A3a2,11:29.3,1780,766.259,11:29.7,11:28.9,11:29.3,17.677,28.62691667,12.28144312,-631.5636667,80.14330467,0,18.767,32.6408463,-14.9638463
383,-748.582,11:29.3,A3a2,11:30.0,1780,626.938,11:30.4,11:29.7,11:30.1,36.444,28.62691667,12.28144312,-631.5636667,80.14330467,0,-4.047,32.6408463,3.8031537
384,-590.494,11:30.1,A3a2,11:30.7,1780,580.499,11:31.0,11:30.4,11:30.7,32.397,28.62691667,12.28144312,-631.5636667,80.14330467,0,,32.6408463,-0.2438463
385,-390.267,09:11.0,A3a3,09:11.4,1780,394.74,09:11.6,09:11.2,09:11.4,23.582,15.05825,47.49430068,-413.4548095,65.28000514,1,4.897,32.6408463,-9.0588463
386,-371.158,09:11.4,A3a3,09:11.8,1780,417.959,09:12.0,09:11.6,09:11.8,28.479,15.05825,47.49430068,-413.4548095,65.28000514,1,-10.908,32.6408463,-4.1618463
387,-389.48,09:11.8,A3a3,09:12.2,1780,417.959,09:12.4,09:12.0,09:12.2,17.571,15.05825,47.49430068,-413.4548095,65.28000514,1,-13.396,32.6408463,-15.0698463
388,-400.388,09:12.2,A3a3,09:12.6,1780,441.179,09:12.8,09:12.4,09:12.6,4.175,15.05825,47.49430068,-413.4548095,65.28000514,1,32.796,32.6408463,-28.4658463
389,-437.004,09:12.6,A3a3,09:13.1,1780,487.619,09:13.3,09:12.8,09:13.1,36.971,15.05825,47.49430068,-413.4548095,65.28000514,1,-8.682,32.6408463,4.3301537
390,-450.648,09:13.1,A3a3,09:13.6,1780,487.619,09:13.8,09:13.3,09:13.6,28.289,15.05825,47.49430068,-413.4548095,65.28000514,1,0.506,32.6408463,-4.3518463
391,-459.33,09:13.6,A3a3,09:14.0,1780,510.839,09:14.3,09:13.8,09:14.1,28.795,15.05825,47.49430068,-413.4548095,65.28000514,1,-15.065,32.6408463,-3.8458463
392,-482.044,09:14.1,A3a3,09:14.6,1780,464.399,09:14.8,09:14.3,09:14.6,13.73,15.05825,47.49430068,-413.4548095,65.28000514,1,11.664,32.6408463,-18.9108463
393,-450.669,09:14.6,A3a3,09:15.0,1780,487.619,09:15.3,09:14.8,09:15.0,25.394,15.05825,47.49430068,-413.4548095,65.28000514,1,-8.035,32.6408463,-7.2468463
394,-462.225,09:15.0,A3a3,09:15.5,1780,441.179,09:15.7,09:15.3,09:15.5,17.359,15.05825,47.49430068,-413.4548095,65.28000514,1,43.754,32.6408463,-15.2818463
395,-423.82,09:15.5,A3a3,09:15.9,1780,417.96,09:16.2,09:15.7,09:16.0,61.113,15.05825,47.49430068,-413.4548095,65.28000514,1,-38.079,32.6408463,28.4721537
396,-356.847,09:16.0,A3a3,09:16.4,1780,464.399,09:16.6,09:16.2,09:16.4,23.034,15.05825,47.49430068,-413.4548095,65.28000514,1,-4.112,32.6408463,-9.6068463
397,-441.365,09:16.4,A3a3,09:16.8,1780,464.399,09:17.1,09:16.6,09:16.8,18.922,15.05825,47.49430068,-413.4548095,65.28000514,1,2.546,32.6408463,-13.7188463
398,-445.477,09:16.8,A3a3,09:17.3,1780,510.839,09:17.5,09:17.1,09:17.3,21.468,15.05825,47.49430068,-413.4548095,65.28000514,1,0.503,32.6408463,-11.1728463
399,-489.371,09:17.3,A3a3,09:17.8,1780,487.619,09:18.0,09:17.5,09:17.8,21.971,15.05825,47.49430068,-413.4548095,65.28000514,1,5.475,32.6408463,-10.6698463
400,-465.648,09:17.8,A3a3,09:18.3,1780,441.179,09:18.5,09:18.0,09:18.3,27.446,15.05825,47.49430068,-413.4548095,65.28000514,1,12.417,32.6408463,-5.1948463
401,-413.733,09:18.3,A3a3,09:18.7,1780,441.179,09:19.0,09:18.5,09:18.8,39.863,15.05825,47.49430068,-413.4548095,65.28000514,1,,32.6408463,7.2221537
402,-401.316,09:18.8,A3a3,09:19.2,1780,394.739,09:19.4,09:19.0,,,15.05825,47.49430068,-413.4548095,65.28000514,1,,32.6408463,-32.6408463
403,-180.342,09:19.4,A3a3,09:19.6,1780,417.96,09:19.8,09:19.4,09:19.4,-180.342,15.05825,47.49430068,-413.4548095,65.28000514,1,192.085,32.6408463,-212.9828463
404,-388.423,09:19.6,A3a3,09:20.0,1780,394.739,09:20.2,09:19.8,09:20.0,11.743,15.05825,47.49430068,-413.4548095,65.28000514,1,19.859,32.6408463,-20.8978463
405,-382.996,09:20.0,A3a3,09:20.4,1780,441.179,09:20.6,09:20.2,09:20.4,31.602,15.05825,47.49430068,-413.4548095,65.28000514,1,,32.6408463,-1.0388463
406,-313.895,10:16.4,A3a4,10:16.7,1780,301.859,10:16.9,10:16.6,10:16.8,22.559,29.38003333,17.00139637,-302.3179333,24.2621171,0,2.38,32.6408463,-10.0818463
407,-279.3,10:16.8,A3a4,10:17.0,1780,301.86,10:17.2,10:16.9,10:17.1,24.939,29.38003333,17.00139637,-302.3179333,24.2621171,0,16.823,32.6408463,-7.7018463
408,-276.921,10:17.1,A3a4,10:17.3,1780,325.079,10:17.5,10:17.2,10:17.4,41.762,29.38003333,17.00139637,-302.3179333,24.2621171,0,-26.264,32.6408463,9.1211537
409,-283.317,10:17.4,A3a4,10:17.7,1780,301.859,10:17.8,10:17.5,10:17.7,15.498,29.38003333,17.00139637,-302.3179333,24.2621171,0,17.038,32.6408463,-17.1428463
410,-286.361,10:17.7,A3a4,10:18.0,1780,325.08,10:18.1,10:17.8,10:18.0,32.536,29.38003333,17.00139637,-302.3179333,24.2621171,0,-11.295,32.6408463,-0.1048463
411,-292.544,10:18.0,A3a4,10:18.3,1780,325.079,10:18.4,10:18.1,10:18.3,21.241,29.38003333,17.00139637,-302.3179333,24.2621171,0,9.599,32.6408463,-11.3998463
412,-303.838,10:18.3,A3a4,10:18.6,1780,348.299,10:18.8,10:18.4,10:18.6,30.84,29.38003333,17.00139637,-302.3179333,24.2621171,0,4.447,32.6408463,-1.8008463
413,-317.459,10:18.6,A3a4,10:19.0,1780,348.3,10:19.1,10:18.8,10:19.0,35.287,29.38003333,17.00139637,-302.3179333,24.2621171,0,-5.147,32.6408463,2.6461537
414,-313.013,10:19.0,A3a4,10:19.3,1780,348.299,10:19.5,10:19.1,10:19.3,30.14,29.38003333,17.00139637,-302.3179333,24.2621171,0,8.658,32.6408463,-2.5008463
415,-318.159,10:19.3,A3a4,10:19.7,1780,371.519,10:19.8,10:19.5,10:19.7,38.798,29.38003333,17.00139637,-302.3179333,24.2621171,0,-13.465,32.6408463,6.1571537
416,-332.721,10:19.7,A3a4,10:20.0,1780,348.3,10:20.2,10:19.8,10:20.1,25.333,29.38003333,17.00139637,-302.3179333,24.2621171,0,-11.439,32.6408463,-7.3078463
417,-322.967,10:20.1,A3a4,10:20.4,1780,325.079,10:20.5,10:20.2,10:20.4,13.894,29.38003333,17.00139637,-302.3179333,24.2621171,0,6.543,32.6408463,-18.7468463
418,-311.185,10:20.4,A3a4,10:20.7,1780,325.079,10:20.9,10:20.5,10:20.7,20.437,29.38003333,17.00139637,-302.3179333,24.2621171,0,-1.771,32.6408463,-12.2038463
419,-304.642,10:20.7,A3a4,10:21.0,1780,325.08,10:21.2,10:20.9,10:21.0,18.666,29.38003333,17.00139637,-302.3179333,24.2621171,0,6.205,32.6408463,-13.9748463
420,-306.414,10:21.0,A3a4,10:21.4,1780,325.079,10:21.5,10:21.2,10:21.4,24.871,29.38003333,17.00139637,-302.3179333,24.2621171,0,3.167,32.6408463,-7.7698463
421,-300.208,10:21.4,A3a4,10:21.7,1780,301.859,10:21.8,10:21.5,10:21.7,28.038,29.38003333,17.00139637,-302.3179333,24.2621171,0,8.289,32.6408463,-4.6028463
422,-273.821,10:21.7,A3a4,10:22.0,1780,325.08,10:22.1,10:21.8,10:22.0,36.327,29.38003333,17.00139637,-302.3179333,24.2621171,0,75.001,32.6408463,3.6861537
