Test,User ID,count,mean,std,min,25%,50%,75%,max
H2b4,510.0,45.0,-71.52973333333335,51.33755788335936,-140.451,-104.602,-85.381,-53.795,88.303
H2b4,514.0,13.0,28.25215384615385,90.00808333315233,-111.34700000000001,-28.128,32.211999999999996,102.874,167.58900000000003
H2b4,521.0,45.0,26.94771111111111,31.796855809127806,-53.725,14.812000000000001,28.831999999999997,45.94300000000001,95.869
H2b4,591.0,9.0,31.885333333333328,100.59554153142176,-126.413,-49.631,75.624,108.134,132.34799999999998
H2b4,729.0,14.0,-0.11649999999999798,115.44207631518735,-161.178,-114.25274999999999,0.12750000000000017,104.21825000000001,153.55700000000004
H2b4,932.0,9.0,52.050999999999995,38.24548830581197,-10.735999999999999,27.701999999999998,49.512,72.377,113.969
P1H1a1,379.0,8.0,-271.83725,108.18157751900274,-427.94,-348.128,-280.6455,-166.74275,-138.998
P1H1a1,390.0,8.0,-289.2835,68.47530948555735,-356.57300000000015,-317.178,-299.674,-288.0555,-132.19899999999998
P1H1a1,399.0,8.0,-311.142375,61.0484257336221,-403.99300000000005,-339.9000000000001,-322.8655,-282.02925000000005,-197.24400000000003
P1H1a1,486.0,8.0,-376.47362499999997,166.04345701475478,-644.595,-423.0290000000001,-376.0865,-318.08299999999997,-148.373
P1H1a1,510.0,7.0,-293.5165714285714,32.552270770035605,-353.526,-302.64549999999997,-296.945,-273.025,-252.804
P1H1a1,514.0,6.0,-351.032,46.291178209244144,-412.279,-387.16775,-341.096,-315.02525,-302.861
P1H1a1,521.0,8.0,-289.48575,81.53458652577183,-376.06800000000004,-346.68274999999994,-300.223,-260.7005,-132.22299999999998
P1H1a1,591.0,0.0,,,,,,,
P1H1a1,729.0,9.0,-324.0212222222222,310.1224693515361,-730.057,-413.63599999999997,-370.517,-333.028,426.55
P1H1a1,932.0,7.0,-339.8021428571429,119.26009902929057,-426.39599999999996,-406.66600000000005,-382.32300000000004,-337.5005,-81.563
P2H1a2,379.0,12.0,-145.05024999999998,26.937134595285844,-217.016,-149.81074999999998,-140.493,-127.335,-121.146
P2H1a2,390.0,15.0,-178.92373333333336,85.56922560081871,-259.68,-233.0065,-187.795,-170.54500000000002,94.47399999999999
P2H1a2,399.0,15.0,-142.2232,36.191903353019256,-190.882,-163.034,-152.828,-130.49200000000002,-54.538000000000004
P2H1a2,486.0,15.0,-217.8176,67.75848083956512,-283.123,-262.346,-238.14,-192.454,-5.352
P2H1a2,510.0,15.0,-187.11666666666667,81.87691380591329,-277.858,-230.443,-203.297,-176.3245,67.33800000000001
P2H1a2,514.0,0.0,,,,,,,
P2H1a2,521.0,14.0,-163.42342857142856,28.29797928288352,-220.22099999999998,-174.6005,-163.34449999999998,-146.58274999999998,-122.53
P2H1a2,591.0,11.0,-215.27727272727267,53.42679657829188,-322.128,-249.428,-192.736,-171.3265,-163.373
P2H1a2,729.0,15.0,-219.99119999999996,42.81326031433319,-280.16700000000003,-253.321,-216.364,-185.59199999999998,-159.151
P2H1a2,932.0,0.0,,,,,,,
P3H1b1,379.0,8.0,15.474250000000001,23.43826002653415,-13.404000000000002,1.7950000000000004,13.727,25.8585,51.972
P3H1b1,390.0,8.0,-37.674625,16.9473197117041,-67.869,-44.01325,-40.650499999999994,-22.351249999999997,-18.355
P3H1b1,399.0,8.0,16.956125,47.16332482656866,-40.711999999999996,-19.8975,14.663,45.7695,97.139
P3H1b1,486.0,8.0,35.316125,103.4457369120055,-93.494,-64.72149999999999,59.3585,96.261,187.75599999999997
P3H1b1,510.0,8.0,27.073374999999995,83.64869800017809,-93.78200000000001,-50.26624999999999,51.019000000000005,88.29275,134.539
P3H1b1,514.0,7.0,38.88785714285715,99.89567192564546,-16.507,-5.613,7.4060000000000015,14.5595,263.423
P3H1b1,521.0,4.0,-102.53600000000002,113.91924531585228,-213.18400000000003,-186.07600000000002,-115.856,-32.316,34.751999999999995
P3H1b1,591.0,7.0,138.04814285714286,54.16476888602212,39.055,120.6085,143.888,171.218,199.74099999999999
P3H1b1,729.0,8.0,5.144875,40.3449367275941,-76.818,-11.552000000000001,19.1355,31.67525,47.739
P3H1b1,932.0,7.0,10.104142857142856,95.4946864864368,-140.852,-31.484,-4.2810000000000015,64.91300000000001,149.004
P4H1b2,379.0,14.0,-15.06507142857143,111.85271847765104,-314.019,-41.551249999999996,-25.73,24.1195,201.303
P4H1b2,390.0,15.0,15.482866666666666,67.6843990062562,-69.096,-26.811,7.057,41.73950000000001,206.084
P4H1b2,399.0,15.0,26.77313333333333,43.038661934635115,-43.285,-3.8565,28.25,58.2855,102.911
P4H1b2,486.0,15.0,-69.94713333333333,96.8763347925493,-163.782,-139.10700000000003,-82.71700000000001,-46.783500000000004,186.86700000000002
P4H1b2,510.0,15.0,-6.784066666666664,93.79497309821694,-91.405,-54.4145,-42.786,10.826500000000001,278.475
P4H1b2,514.0,13.0,7.979076923076927,71.25111461638284,-74.75399999999998,-22.296,-7.075,4.678,212.717
P4H1b2,521.0,6.0,5.7123333333333335,20.863753973498316,-20.433,-11.556499999999998,11.676,16.750999999999998,32.213
P4H1b2,591.0,15.0,77.80826666666665,42.054267220999556,17.653,52.451,72.183,103.46,155.14
P4H1b2,729.0,14.0,10.659928571428571,41.327704390944284,-47.232,-21.005000000000003,12.216999999999999,21.458000000000006,114.602
P4H1b2,932.0,14.0,20.75735714285714,120.27238718496582,-135.546,-49.756,4.7835,55.83325,263.631
P5H1b3,379.0,22.0,-70.65172727272727,51.88750128258876,-193.86700000000002,-104.82425,-67.5365,-43.20825,27.461
P5H1b3,390.0,20.0,10.258,32.461174408822615,-34.47,-4.958499999999999,0.51,20.518250000000002,97.514
P5H1b3,399.0,23.0,36.84069565217391,37.68870156526872,-21.5,18.423000000000002,30.155,48.99250000000001,161.623
P5H1b3,486.0,23.0,-58.77799999999999,76.92890698442415,-169.739,-117.71699999999998,-61.765,-21.918,170.234
P5H1b3,510.0,23.0,-38.57943478260869,50.983592781337805,-204.673,-56.709500000000006,-37.965,-14.550999999999998,47.858000000000004
P5H1b3,514.0,14.0,39.070571428571434,140.77143635843737,-191.11,-84.3555,82.0915,156.89975,206.90900000000002
P5H1b3,521.0,22.0,56.679636363636355,71.76498048394824,-215.135,42.422,54.1165,89.251,175.225
P5H1b3,591.0,5.0,-40.2096,179.79126575643213,-194.386,-170.535,-147.675,146.378,165.17
P5H1b3,729.0,17.0,25.816705882352935,159.38676128829078,-210.954,-171.37900000000005,85.22200000000002,148.58700000000005,223.763
P5H1b3,932.0,23.0,16.11717391304348,76.90195171104814,-169.91400000000004,-29.1845,27.47300000000001,84.5885,141.425
P6A1a2,379.0,20.0,-41.0827,65.03320919272909,-117.477,-81.82024999999999,-51.7335,-24.3955,182.321
P6A1a2,390.0,27.0,-43.52385185185186,66.24964841108662,-312.303,-56.8945,-37.958,-17.9175,64.848
P6A1a2,399.0,28.0,-22.40489285714286,37.32655362878965,-75.048,-45.8545,-32.4625,-5.5615,76.335
P6A1a2,486.0,28.0,-102.98978571428572,87.96707328791422,-200.43400000000003,-151.136,-122.7835,-68.93925,214.588
P6A1a2,510.0,28.0,-43.94457142857143,28.78577430482012,-77.94,-64.3765,-46.025999999999996,-36.68725,35.51
P6A1a2,514.0,21.0,-68.31928571428571,74.30122189449031,-244.967,-95.575,-83.839,-43.849,104.601
P6A1a2,521.0,28.0,-8.272607142857144,37.38045937666252,-67.923,-28.846999999999998,-16.388,4.8205,135.213
P6A1a2,591.0,25.0,-31.60724,27.32134020517051,-61.7,-45.669,-34.516999999999996,-24.468000000000004,81.347
P6A1a2,729.0,28.0,-14.033428571428571,66.06465714256814,-111.071,-47.02475,-32.8205,-7.672750000000001,195.68599999999998
P6A1a2,932.0,0.0,,,,,,,
P7A1b1,379.0,22.0,-19.158227272727274,92.34477126813914,-100.624,-76.87925,-53.835,-21.481,205.43099999999998
P7A1b1,390.0,21.0,5.052619047619042,117.51607000596819,-135.434,-39.434,-10.463,4.422,440.05199999999996
P7A1b1,399.0,21.0,-40.74947619047619,50.21944395014649,-181.338,-53.915,-27.275,-16.733,30.232
P7A1b1,486.0,21.0,-135.296,93.96214518677188,-341.715,-192.546,-120.65700000000001,-83.87,128.804
P7A1b1,510.0,21.0,-22.748,73.55647248882995,-117.551,-63.744,-42.403999999999996,-13.317,160.428
P7A1b1,514.0,22.0,-58.551636363636355,132.4761562918455,-288.7,-135.20675,-97.761,-6.3607499999999995,336.0540000000001
P7A1b1,521.0,22.0,-85.05486363636363,121.14504586230721,-619.202,-78.83775,-60.107,-45.58475,-21.39
P7A1b1,591.0,19.0,41.44452631578948,94.41768163347867,-50.208,-14.9165,11.915,42.991,295.193
P7A1b1,729.0,21.0,-45.59219047619048,58.4825470184217,-136.286,-78.86,-51.231,4.5280000000000005,90.48
P7A1b1,932.0,21.0,-28.797095238095235,83.67252273769734,-178.47400000000005,-78.09899999999998,-32.348,16.662,145.411
P8A2a1,379.0,19.0,-48.34078947368421,61.03023144728171,-123.277,-95.47800000000001,-57.474,-22.554,83.95700000000002
P8A2a1,390.0,18.0,-42.29927777777778,38.335675924200935,-90.47200000000001,-68.66825,-44.483000000000004,-25.287,77.863
P8A2a1,399.0,19.0,-23.72878947368421,85.79598493751126,-120.094,-81.467,-44.18,-6.123,229.382
P8A2a1,486.0,19.0,-5.237526315789473,98.3722874635876,-186.611,-66.466,-17.777,41.6765,202.67
P8A2a1,510.0,19.0,0.9175789473684229,89.41591826919843,-77.54899999999998,-57.9135,-39.25,26.160999999999998,277.283
P8A2a1,514.0,19.0,-104.16115789473686,70.71640844344651,-195.361,-139.36950000000002,-127.11200000000001,-91.13799999999999,83.765
P8A2a1,521.0,19.0,-11.451157894736848,67.35980550105789,-94.584,-65.53800000000001,-17.166,7.0275,151.09799999999996
P8A2a1,591.0,19.0,-40.769052631578944,30.878453644848797,-96.895,-60.510000000000005,-41.812,-15.322,9.001
P8A2a1,729.0,19.0,-31.754,86.4723958446342,-128.586,-69.02699999999999,-37.359,-22.9565,302.02299999999997
P8A2a1,932.0,19.0,-54.99336842105262,53.79351699498796,-140.666,-94.889,-70.881,-13.5725,89.83200000000002
