Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response
-24.797,32:52.6,H2a4,32:52.6,127,320.094,32:52.8,32:52.5,32:52.6,-24.797,-16.85080435,35.50061072,89.88653191,144.925638,1,11.444
-13.353,32:53.0,H2a4,32:53.0,127,335.705,32:53.1,32:52.8,32:53.0,-13.353,-16.85080435,35.50061072,89.88653191,144.925638,1,-7.919
-21.272,32:53.3,H2a4,32:53.3,127,320.063,32:53.5,32:53.1,32:53.3,-21.272,-16.85080435,35.50061072,89.88653191,144.925638,1,-5.115
-26.387,32:53.6,H2a4,32:53.6,127,319.494,32:53.8,32:53.5,32:53.6,-26.387,-16.85080435,35.50061072,89.88653191,144.925638,1,-4.095
-30.482,32:53.9,H2a4,32:53.9,127,336.156,32:54.1,32:53.8,32:53.9,-30.482,-16.85080435,35.50061072,89.88653191,144.925638,1,-8.517
-38.999,32:54.2,H2a4,32:54.3,127,319.66,32:54.4,32:54.1,32:54.2,-38.999,-16.85080435,35.50061072,89.88653191,144.925638,1,7.753
-31.246,32:54.6,H2a4,32:54.6,127,320.164,32:54.8,32:54.4,32:54.6,-31.246,-16.85080435,35.50061072,89.88653191,144.925638,1,
283.407,32:55.2,H2a4,32:54.9,127,319.625,32:55.1,32:54.8,,,-16.85080435,35.50061072,89.88653191,144.925638,1,
303.347,32:55.5,H2a4,32:55.2,127,303.786,32:55.4,32:55.1,32:55.2,-36.218,-16.85080435,35.50061072,89.88653191,144.925638,1,35.779
302.544,32:55.8,H2a4,32:55.5,127,320.007,32:55.7,32:55.4,32:55.5,-0.439,-16.85080435,35.50061072,89.88653191,144.925638,1,-17.024
310.113,32:56.2,H2a4,32:55.9,127,319.917,32:56.0,32:55.7,32:55.8,-17.463,-16.85080435,35.50061072,89.88653191,144.925638,1,7.659
301.262,32:56.5,H2a4,32:56.2,127,303.859,32:56.3,32:56.0,32:56.2,-9.804,-16.85080435,35.50061072,89.88653191,144.925638,1,7.207
312.572,32:56.8,H2a4,32:56.5,127,319.547,32:56.6,32:56.3,32:56.5,-2.597,-16.85080435,35.50061072,89.88653191,144.925638,1,-4.378
329.01,32:57.1,H2a4,32:56.8,127,320.198,32:57.0,32:56.6,32:56.8,-6.975,-16.85080435,35.50061072,89.88653191,144.925638,1,15.787
327.971,32:57.5,H2a4,32:57.1,127,304.005,32:57.3,32:57.0,32:57.1,8.812,-16.85080435,35.50061072,89.88653191,144.925638,1,15.154
286.138,32:57.7,H2a4,32:57.4,127,319.769,32:57.6,32:57.3,32:57.5,23.966,-16.85080435,35.50061072,89.88653191,144.925638,1,-57.597
277.453,32:58.0,H2a4,32:57.7,127,319.998,32:57.9,32:57.6,32:57.7,-33.631,-16.85080435,35.50061072,89.88653191,144.925638,1,-8.914
293.281,32:58.4,H2a4,32:58.1,127,335.705,32:58.2,32:57.9,32:58.0,-42.545,-16.85080435,35.50061072,89.88653191,144.925638,1,0.121
248.167,32:58.7,H2a4,32:58.4,127,320.031,32:58.6,32:58.2,32:58.4,-42.424,-16.85080435,35.50061072,89.88653191,144.925638,1,-29.44
263.556,32:59.0,H2a4,32:58.7,127,319.78,32:58.9,32:58.6,32:58.7,-71.864,-16.85080435,35.50061072,89.88653191,144.925638,1,15.64
259.418,32:59.3,H2a4,32:59.0,127,335.769,32:59.2,32:58.9,32:59.0,-56.224,-16.85080435,35.50061072,89.88653191,144.925638,1,-20.127
226.326,32:59.6,H2a4,32:59.4,127,319.965,32:59.5,32:59.2,32:59.3,-76.351,-16.85080435,35.50061072,89.88653191,144.925638,1,-17.288
217.843,32:59.9,H2a4,32:59.7,127,335.836,32:59.9,32:59.5,32:59.6,-93.639,-16.85080435,35.50061072,89.88653191,144.925638,1,
868.884,34:10.1,H2b1,34:09.2,127,991.923,34:09.7,34:08.6,34:09.0,-191.82,-292.2017692,192.4300093,847.868,248.8459556,0,68.781
654.99,34:10.9,H2b1,34:10.2,127,863.651,34:10.7,34:09.7,34:10.1,-123.039,-292.2017692,192.4300093,847.868,248.8459556,0,-85.622
572.893,34:11.7,H2b1,34:11.1,127,735.458,34:11.5,34:10.7,34:10.9,-208.661,-292.2017692,192.4300093,847.868,248.8459556,0,46.096
578.72,34:12.4,H2b1,34:11.8,127,767.697,34:12.2,34:11.5,34:11.7,-162.565,-292.2017692,192.4300093,847.868,248.8459556,0,-26.412
494.767,34:13.1,H2b1,34:12.6,127,863.716,34:13.0,34:12.2,34:12.4,-188.977,-292.2017692,192.4300093,847.868,248.8459556,0,-179.972
740.514,34:14.2,H2b1,34:13.5,127,1023.56,34:14.0,34:13.0,34:13.1,-368.949,-292.2017692,192.4300093,847.868,248.8459556,0,85.903
658.497,34:15.1,H2b1,34:14.5,127,1215.711,34:15.1,34:14.0,34:14.2,-283.046,-292.2017692,192.4300093,847.868,248.8459556,0,-274.168
871.628,34:16.6,H2b1,34:15.7,127,1551.229,34:16.5,34:15.1,34:15.1,-557.214,-292.2017692,192.4300093,847.868,248.8459556,0,-122.387
1174.849,34:18.4,H2b1,34:17.3,127,1487.415,34:18.0,34:16.5,34:16.6,-679.601,-292.2017692,192.4300093,847.868,248.8459556,0,367.035
1079.627,34:19.8,H2b1,34:18.7,127,1199.526,34:19.3,34:18.0,34:18.4,-312.566,-292.2017692,192.4300093,847.868,248.8459556,0,192.667
1169.754,34:21.1,H2b1,34:19.9,127,1231.447,34:20.6,34:19.3,34:19.8,-119.899,-292.2017692,192.4300093,847.868,248.8459556,0,58.206
994.708,34:22.2,H2b1,34:21.2,127,1535.301,34:21.9,34:20.6,34:21.1,-61.693,-292.2017692,192.4300093,847.868,248.8459556,0,-478.9
1162.453,34:23.9,H2b1,34:22.7,127,2095,34:23.8,34:21.9,34:22.2,-540.593,-292.2017692,192.4300093,847.868,248.8459556,0,
-95.094,34:30.4,H2b2,34:30.5,127,607.592,34:30.8,34:30.2,34:30.4,-95.094,-105.8290741,59.64818384,-105.8290741,59.64818384,0,19.007
-76.087,34:31.1,H2b2,34:31.1,127,591.895,34:31.4,34:30.8,34:31.1,-76.087,-105.8290741,59.64818384,-105.8290741,59.64818384,0,9.842
-66.245,34:31.7,H2b2,34:31.7,127,543.639,34:32.0,34:31.4,34:31.7,-66.245,-105.8290741,59.64818384,-105.8290741,59.64818384,0,21.229
-45.016,34:32.2,H2b2,34:32.3,127,543.877,34:32.6,34:32.0,34:32.2,-45.016,-105.8290741,59.64818384,-105.8290741,59.64818384,0,29.464
-15.552,34:32.8,H2b2,34:32.8,127,495.59,34:33.1,34:32.6,34:32.8,-15.552,-105.8290741,59.64818384,-105.8290741,59.64818384,0,3.72
-11.832,34:33.3,H2b2,34:33.3,127,495.818,34:33.6,34:33.1,34:33.3,-11.832,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-33.126
-44.958,34:33.8,H2b2,34:33.8,127,495.663,34:34.1,34:33.6,34:33.8,-44.958,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-57.837
-102.795,34:34.2,H2b2,34:34.3,127,511.774,34:34.6,34:34.1,34:34.2,-102.795,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-89.854
-192.649,34:34.6,H2b2,34:34.8,127,527.957,34:35.1,34:34.6,34:34.6,-192.649,-105.8290741,59.64818384,-105.8290741,59.64818384,0,57.42
-135.229,34:35.2,H2b2,34:35.4,127,559.727,34:35.6,34:35.1,34:35.2,-135.229,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-23.285
-158.514,34:35.8,H2b2,34:35.9,127,591.969,34:36.2,34:35.6,34:35.8,-158.514,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-18.783
-177.297,34:36.3,H2b2,34:36.5,127,607.654,34:36.8,34:36.2,34:36.3,-177.297,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-42.82
-220.117,34:36.9,H2b2,34:37.1,127,655.76,34:37.4,34:36.8,34:36.9,-220.117,-105.8290741,59.64818384,-105.8290741,59.64818384,0,20.03
-200.087,34:37.6,H2b2,34:37.8,127,639.841,34:38.1,34:37.4,34:37.6,-200.087,-105.8290741,59.64818384,-105.8290741,59.64818384,0,39.383
-160.704,34:38.2,H2b2,34:38.4,127,623.677,34:38.7,34:38.1,34:38.2,-160.704,-105.8290741,59.64818384,-105.8290741,59.64818384,0,14.991
-145.713,34:38.9,H2b2,34:39.0,127,575.762,34:39.3,34:38.7,34:38.9,-145.713,-105.8290741,59.64818384,-105.8290741,59.64818384,0,34.691
-111.022,34:39.5,H2b2,34:39.6,127,559.677,34:39.9,34:39.3,34:39.5,-111.022,-105.8290741,59.64818384,-105.8290741,59.64818384,0,29.911
-81.111,34:40.1,H2b2,34:40.2,127,527.706,34:40.4,34:39.9,34:40.1,-81.111,-105.8290741,59.64818384,-105.8290741,59.64818384,0,49.379
-31.732,34:40.7,H2b2,34:40.7,127,511.852,34:41.0,34:40.4,34:40.7,-31.732,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-0.022
-31.754,34:41.2,H2b2,34:41.2,127,495.69,34:41.5,34:41.0,34:41.2,-31.754,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-4.336
-36.09,34:41.7,H2b2,34:41.7,127,479.989,34:41.9,34:41.5,34:41.7,-36.09,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-33.669
-69.759,34:42.1,H2b2,34:42.2,127,511.765,34:42.4,34:41.9,34:42.1,-69.759,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-69.88
-139.639,34:42.6,H2b2,34:42.7,127,543.697,34:43.0,34:42.4,34:42.6,-139.639,-105.8290741,59.64818384,-105.8290741,59.64818384,0,9.332
-130.307,34:43.1,H2b2,34:43.2,127,559.471,34:43.5,34:43.0,34:43.1,-130.307,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-27.472
-157.779,34:43.6,H2b2,34:43.8,127,576.116,34:44.1,34:43.5,34:43.6,-157.779,-105.8290741,59.64818384,-105.8290741,59.64818384,0,62.603
-95.176,34:44.3,H2b2,34:44.4,127,623.69,34:44.7,34:44.1,34:44.3,-95.176,-105.8290741,59.64818384,-105.8290741,59.64818384,0,-29.951
-125.127,34:44.9,H2b2,34:45.0,127,655.709,34:45.3,34:44.7,34:44.9,-125.127,-105.8290741,59.64818384,-105.8290741,59.64818384,0,
54.796,32:04.2,H2b3,32:04.2,127,431.753,32:04.4,32:04.0,32:04.2,54.796,-8.029371429,75.83708205,672.3850556,216.0181963,2,96.665
151.461,32:04.8,H2b3,32:04.6,127,416.007,32:04.8,32:04.4,32:04.8,151.461,-8.029371429,75.83708205,672.3850556,216.0181963,2,
345.463,32:05.4,H2b3,32:05.0,127,399.676,32:05.2,32:04.8,,,-8.029371429,75.83708205,672.3850556,216.0181963,2,
363.1,32:05.8,H2b3,32:05.4,127,415.936,32:05.6,32:05.2,32:05.4,-54.213,-8.029371429,75.83708205,672.3850556,216.0181963,2,1.377
361.077,32:06.2,H2b3,32:05.8,127,383.641,32:06.0,32:05.6,32:05.8,-52.836,-8.029371429,75.83708205,672.3850556,216.0181963,2,30.272
411.453,32:06.6,H2b3,32:06.2,127,399.98,32:06.4,32:06.0,32:06.2,-22.564,-8.029371429,75.83708205,672.3850556,216.0181963,2,34.037
416.334,32:07.1,H2b3,32:06.6,127,367.763,32:06.8,32:06.4,32:06.6,11.473,-8.029371429,75.83708205,672.3850556,216.0181963,2,37.098
454.162,32:07.5,H2b3,32:07.0,127,383.867,32:07.2,32:06.8,32:07.1,48.571,-8.029371429,75.83708205,672.3850556,216.0181963,2,21.724
520.671,32:07.9,H2b3,32:07.4,127,368.005,32:07.6,32:07.2,32:07.5,70.295,-8.029371429,75.83708205,672.3850556,216.0181963,2,82.371
586.408,32:08.3,H2b3,32:07.8,127,351.603,32:07.9,32:07.6,32:07.9,152.666,-8.029371429,75.83708205,672.3850556,216.0181963,2,
652.622,32:08.8,H2b3,32:08.1,127,383.922,32:08.3,32:07.9,,,-8.029371429,75.83708205,672.3850556,216.0181963,2,
698.654,32:09.2,H2b3,32:08.5,127,383.868,32:08.7,32:08.3,32:08.3,-149.117,-8.029371429,75.83708205,672.3850556,216.0181963,2,33.949
715.941,32:09.6,H2b3,32:08.9,127,383.847,32:09.1,32:08.7,32:08.8,-115.168,-8.029371429,75.83708205,672.3850556,216.0181963,2,46.107
733.478,32:10.0,H2b3,32:09.3,127,400.123,32:09.5,32:09.1,32:09.2,-69.061,-8.029371429,75.83708205,672.3850556,216.0181963,2,1.032
738.519,32:10.4,H2b3,32:09.7,127,399.743,32:09.9,32:09.5,32:09.6,-68.029,-8.029371429,75.83708205,672.3850556,216.0181963,2,1.641
772.462,32:10.8,H2b3,32:10.1,127,415.649,32:10.3,32:09.9,32:10.0,-66.388,-8.029371429,75.83708205,672.3850556,216.0181963,2,-10.485
799.583,32:11.3,H2b3,32:10.5,127,415.813,32:10.7,32:10.3,32:10.4,-76.873,-8.029371429,75.83708205,672.3850556,216.0181963,2,17.873
813.404,32:11.7,H2b3,32:10.9,127,431.807,32:11.1,32:10.7,32:10.8,-59,-8.029371429,75.83708205,672.3850556,216.0181963,2,10.963
803.424,32:12.1,H2b3,32:11.3,127,431.777,32:11.5,32:11.1,32:11.3,-48.037,-8.029371429,75.83708205,672.3850556,216.0181963,2,-2.143
813.618,32:12.6,H2b3,32:11.8,127,447.832,32:12.0,32:11.5,32:11.7,-50.18,-8.029371429,75.83708205,672.3850556,216.0181963,2,-26.005
758.852,32:13.0,H2b3,32:12.2,127,431.872,32:12.4,32:12.0,32:12.1,-76.185,-8.029371429,75.83708205,672.3850556,216.0181963,2,10.099
752.854,32:13.4,H2b3,32:12.6,127,415.667,32:12.8,32:12.4,32:12.6,-66.086,-8.029371429,75.83708205,672.3850556,216.0181963,2,-22.601
746.32,32:13.8,H2b3,32:13.0,127,416.086,32:13.3,32:12.8,32:13.0,-88.687,-8.029371429,75.83708205,672.3850556,216.0181963,2,9.788
764.388,32:14.2,H2b3,32:13.5,127,399.744,32:13.7,32:13.3,32:13.4,-78.899,-8.029371429,75.83708205,672.3850556,216.0181963,2,9.389
729.112,32:14.6,H2b3,32:13.9,127,399.842,32:14.1,32:13.7,32:13.8,-69.51,-8.029371429,75.83708205,672.3850556,216.0181963,2,34.312
758.798,32:15.0,H2b3,32:14.3,127,383.956,32:14.5,32:14.1,32:14.2,-35.198,-8.029371429,75.83708205,672.3850556,216.0181963,2,-19.488
751.916,32:15.4,H2b3,32:14.6,127,383.678,32:14.8,32:14.5,32:14.6,-54.686,-8.029371429,75.83708205,672.3850556,216.0181963,2,45.85
793.841,32:15.8,H2b3,32:15.0,127,368.366,32:15.2,32:14.8,32:15.0,-8.836,-8.029371429,75.83708205,672.3850556,216.0181963,2,8.708
826.899,32:16.2,H2b3,32:15.4,127,367.352,32:15.6,32:15.2,32:15.4,-0.128,-8.029371429,75.83708205,672.3850556,216.0181963,2,58.251
836.197,32:16.6,H2b3,32:15.8,127,383.832,32:16.0,32:15.6,32:15.8,58.123,-8.029371429,75.83708205,672.3850556,216.0181963,2,17.592
845.004,32:17.0,H2b3,32:16.1,127,383.925,32:16.3,32:16.0,32:16.2,75.715,-8.029371429,75.83708205,672.3850556,216.0181963,2,-7.275
866.854,32:17.4,H2b3,32:16.5,127,399.815,32:16.7,32:16.3,32:16.6,68.44,-8.029371429,75.83708205,672.3850556,216.0181963,2,-7.176
855.814,32:17.8,H2b3,32:16.9,127,399.803,32:17.1,32:16.7,32:17.0,61.264,-8.029371429,75.83708205,672.3850556,216.0181963,2,5.972
922.851,32:18.3,H2b3,32:17.3,127,415.708,32:17.5,32:17.1,32:17.4,67.236,-8.029371429,75.83708205,672.3850556,216.0181963,2,-26.933
924.709,32:18.7,H2b3,32:17.7,127,415.969,32:18.0,32:17.5,32:17.8,40.303,-8.029371429,75.83708205,672.3850556,216.0181963,2,50.871
864.823,32:19.0,H2b3,32:18.2,127,431.604,32:18.4,32:18.0,32:18.3,91.174,-8.029371429,75.83708205,672.3850556,216.0181963,2,-14.038
,,H2b3,32:18.6,127,448.094,32:18.8,32:18.4,32:18.7,77.136,-8.029371429,75.83708205,672.3850556,216.0181963,2,
42.515,33:05.4,H2b4,33:05.4,127,335.611,33:05.5,33:05.2,33:05.4,42.515,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-61.323
-18.808,33:05.7,H2b4,33:05.7,127,319.912,33:05.9,33:05.5,33:05.7,-18.808,-20.13585106,38.52573855,-153.0660851,145.2757577,0,31.994
13.186,33:06.0,H2b4,33:06.0,127,335.827,33:06.2,33:05.9,33:06.0,13.186,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-4.21
8.976,33:06.4,H2b4,33:06.4,127,320.12,33:06.5,33:06.2,33:06.4,8.976,-20.13585106,38.52573855,-153.0660851,145.2757577,0,3.305
12.281,33:06.7,H2b4,33:06.7,127,319.939,33:06.8,33:06.5,33:06.7,12.281,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-20.856
-8.575,33:07.0,H2b4,33:07.0,127,319.91,33:07.2,33:06.8,33:07.0,-8.575,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-17.038
-25.613,33:07.3,H2b4,33:07.3,127,319.815,33:07.5,33:07.2,33:07.3,-25.613,-20.13585106,38.52573855,-153.0660851,145.2757577,0,15.874
-9.739,33:07.6,H2b4,33:07.6,127,319.775,33:07.8,33:07.5,33:07.6,-9.739,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-61.753
-71.492,33:07.9,H2b4,33:08.0,127,319.983,33:08.1,33:07.8,33:07.9,-71.492,-20.13585106,38.52573855,-153.0660851,145.2757577,0,15.585
-55.907,33:08.2,H2b4,33:08.3,127,303.869,33:08.4,33:08.1,33:08.2,-55.907,-20.13585106,38.52573855,-153.0660851,145.2757577,0,19.455
-36.452,33:08.6,H2b4,33:08.6,127,319.914,33:08.8,33:08.4,33:08.6,-36.452,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-12.45
-48.902,33:08.9,H2b4,33:08.9,127,303.807,33:09.1,33:08.8,33:08.9,-48.902,-20.13585106,38.52573855,-153.0660851,145.2757577,0,7.274
-41.628,33:09.2,H2b4,33:09.2,127,319.734,33:09.4,33:09.1,33:09.2,-41.628,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-58.034
-99.662,33:09.4,H2b4,33:09.5,127,303.731,33:09.7,33:09.4,33:09.4,-99.662,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-4.862
-104.524,33:09.7,H2b4,33:09.8,127,320.038,33:10.0,33:09.7,33:09.7,-104.524,-20.13585106,38.52573855,-153.0660851,145.2757577,0,15.983
-88.541,33:10.1,H2b4,33:10.2,127,320.203,33:10.3,33:10.0,33:10.1,-88.541,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-25.47
-114.011,33:10.4,H2b4,33:10.5,127,319.463,33:10.6,33:10.3,33:10.4,-114.011,-20.13585106,38.52573855,-153.0660851,145.2757577,0,20.406
-93.605,33:10.7,H2b4,33:10.8,127,319.864,33:11.0,33:10.6,33:10.7,-93.605,-20.13585106,38.52573855,-153.0660851,145.2757577,0,32.261
-61.344,33:11.1,H2b4,33:11.1,127,319.894,33:11.3,33:11.0,33:11.1,-61.344,-20.13585106,38.52573855,-153.0660851,145.2757577,0,23.916
-37.428,33:11.4,H2b4,33:11.4,127,320.01,33:11.6,33:11.3,33:11.4,-37.428,-20.13585106,38.52573855,-153.0660851,145.2757577,0,48.559
11.131,33:11.8,H2b4,33:11.8,127,319.896,33:11.9,33:11.6,33:11.8,11.131,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-0.91
10.221,33:12.1,H2b4,33:12.1,127,335.684,33:12.2,33:11.9,33:12.1,10.221,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-32.655
-22.434,33:12.4,H2b4,33:12.4,127,319.933,33:12.6,33:12.2,33:12.4,-22.434,-20.13585106,38.52573855,-153.0660851,145.2757577,0,3.51
-18.924,33:12.7,H2b4,33:12.7,127,335.852,33:12.9,33:12.6,33:12.7,-18.924,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-12.17
-31.094,33:13.0,H2b4,33:13.1,127,319.799,33:13.2,33:12.9,33:13.0,-31.094,-20.13585106,38.52573855,-153.0660851,145.2757577,0,15.606
-15.488,33:13.4,H2b4,33:13.4,127,319.913,33:13.5,33:13.2,33:13.4,-15.488,-20.13585106,38.52573855,-153.0660851,145.2757577,0,7.881
-7.607,33:13.7,H2b4,33:13.7,127,320.006,33:13.9,33:13.5,33:13.7,-7.607,-20.13585106,38.52573855,-153.0660851,145.2757577,0,36.25
-229.342,33:13.8,H2b4,33:14.0,127,319.833,33:14.2,33:13.9,33:14.1,28.643,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-41.658
-291.19,33:14.1,H2b4,33:14.3,127,319.835,33:14.5,33:14.2,33:14.3,-13.015,-20.13585106,38.52573855,-153.0660851,145.2757577,0,28.09
-332.85,33:14.3,H2b4,33:14.7,127,319.766,33:14.8,33:14.5,33:14.7,15.075,-20.13585106,38.52573855,-153.0660851,145.2757577,0,4.02
-304.691,33:14.7,H2b4,33:15.0,127,320.051,33:15.1,33:14.8,33:15.0,19.095,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-37.645
-300.956,33:15.0,H2b4,33:15.3,127,319.64,33:15.5,33:15.1,33:15.3,-18.55,-20.13585106,38.52573855,-153.0660851,145.2757577,0,24.328
-338.19,33:15.3,H2b4,33:15.6,127,303.721,33:15.8,33:15.5,33:15.6,5.778,-20.13585106,38.52573855,-153.0660851,145.2757577,0,15.434
-297.943,33:15.6,H2b4,33:15.9,127,320.045,33:16.1,33:15.8,33:16.0,21.212,-20.13585106,38.52573855,-153.0660851,145.2757577,0,19.941
-298.833,33:16.0,H2b4,33:16.3,127,303.808,33:16.4,33:16.1,33:16.3,41.153,-20.13585106,38.52573855,-153.0660851,145.2757577,0,2.927
-262.655,33:16.3,H2b4,33:16.6,127,304.035,33:16.7,33:16.4,33:16.6,44.08,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-17.146
-259.955,33:16.6,H2b4,33:16.9,127,319.899,33:17.0,33:16.7,33:16.9,26.934,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-33.258
-292.965,33:16.9,H2b4,33:17.2,127,303.786,33:17.3,33:17.0,33:17.2,-6.324,-20.13585106,38.52573855,-153.0660851,145.2757577,0,3.456
-310.11,33:17.2,H2b4,33:17.5,127,319.782,33:17.6,33:17.3,33:17.5,-2.868,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-4.765
-322.65,33:17.5,H2b4,33:17.8,127,319.929,33:18.0,33:17.6,33:17.8,-7.633,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-20.984
-327.562,33:17.8,H2b4,33:18.1,127,319.881,33:18.3,33:18.0,33:18.1,-28.617,-20.13585106,38.52573855,-153.0660851,145.2757577,0,3.506
-348.498,33:18.1,H2b4,33:18.4,127,319.911,33:18.6,33:18.3,33:18.4,-25.111,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-12.74
-345.022,33:18.4,H2b4,33:18.8,127,319.746,33:18.9,33:18.6,33:18.7,-37.851,-20.13585106,38.52573855,-153.0660851,145.2757577,0,7.671
-357.597,33:18.7,H2b4,33:19.1,127,319.881,33:19.2,33:18.9,33:19.1,-30.18,-20.13585106,38.52573855,-153.0660851,145.2757577,0,7.649
-350.061,33:19.1,H2b4,33:19.4,127,319.96,33:19.6,33:19.2,33:19.4,-22.531,-20.13585106,38.52573855,-153.0660851,145.2757577,0,-8.703
-342.491,33:19.4,H2b4,33:19.7,127,335.843,33:19.9,33:19.6,33:19.7,-31.234,-20.13585106,38.52573855,-153.0660851,145.2757577,0,20.261
-367.077,33:19.7,H2b4,33:20.1,127,319.901,33:20.2,33:19.9,33:20.0,-10.973,-20.13585106,38.52573855,-153.0660851,145.2757577,0,
