Asynchrony,Group,IOI,,Max,Mean Asynchrony,Min,Missed Taps,Phase Correction Response,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Sanitized Tap Onset,Std Dev Asynchrony,Tap Onset,Test,True Onset,User ID
-229.342,Professional,319.833,Flute,33:14.2,-153.0660851,33:13.9,0,-41.658,28.643,-20.13585106,38.52573855,33:14.1,145.2757577,33:13.8,H2b4,33:14.0,824
-291.19,Professional,319.835,Flute,33:14.5,-153.0660851,33:14.2,0,28.09,-13.015,-20.13585106,38.52573855,33:14.3,145.2757577,33:14.1,H2b4,33:14.3,824
-332.85,Professional,319.766,Flute,33:14.8,-153.0660851,33:14.5,0,4.02,15.075,-20.13585106,38.52573855,33:14.7,145.2757577,33:14.3,H2b4,33:14.7,824
-304.691,Professional,320.051,Flute,33:15.1,-153.0660851,33:14.8,0,-37.645,19.095,-20.13585106,38.52573855,33:15.0,145.2757577,33:14.7,H2b4,33:15.0,824
-300.956,Professional,319.64,Flute,33:15.5,-153.0660851,33:15.1,0,24.328,-18.55,-20.13585106,38.52573855,33:15.3,145.2757577,33:15.0,H2b4,33:15.3,824
-338.19,Professional,303.721,Flute,33:15.8,-153.0660851,33:15.5,0,15.434,5.778,-20.13585106,38.52573855,33:15.6,145.2757577,33:15.3,H2b4,33:15.6,824
-297.943,Professional,320.045,Flute,33:16.1,-153.0660851,33:15.8,0,19.941,21.212,-20.13585106,38.52573855,33:16.0,145.2757577,33:15.6,H2b4,33:15.9,824
-298.833,Professional,303.808,Flute,33:16.4,-153.0660851,33:16.1,0,2.927,41.153,-20.13585106,38.52573855,33:16.3,145.2757577,33:16.0,H2b4,33:16.3,824
-262.655,Professional,304.035,Flute,33:16.7,-153.0660851,33:16.4,0,-17.146,44.08,-20.13585106,38.52573855,33:16.6,145.2757577,33:16.3,H2b4,33:16.6,824
-259.955,Professional,319.899,Flute,33:17.0,-153.0660851,33:16.7,0,-33.258,26.934,-20.13585106,38.52573855,33:16.9,145.2757577,33:16.6,H2b4,33:16.9,824
-292.965,Professional,303.786,Flute,33:17.3,-153.0660851,33:17.0,0,3.456,-6.324,-20.13585106,38.52573855,33:17.2,145.2757577,33:16.9,H2b4,33:17.2,824
-310.11,Professional,319.782,Flute,33:17.6,-153.0660851,33:17.3,0,-4.765,-2.868,-20.13585106,38.52573855,33:17.5,145.2757577,33:17.2,H2b4,33:17.5,824
-322.65,Professional,319.929,Flute,33:18.0,-153.0660851,33:17.6,0,-20.984,-7.633,-20.13585106,38.52573855,33:17.8,145.2757577,33:17.5,H2b4,33:17.8,824
-327.562,Professional,319.881,Flute,33:18.3,-153.0660851,33:18.0,0,3.506,-28.617,-20.13585106,38.52573855,33:18.1,145.2757577,33:17.8,H2b4,33:18.1,824
-348.498,Professional,319.911,Flute,33:18.6,-153.0660851,33:18.3,0,-12.74,-25.111,-20.13585106,38.52573855,33:18.4,145.2757577,33:18.1,H2b4,33:18.4,824
-345.022,Professional,319.746,Flute,33:18.9,-153.0660851,33:18.6,0,7.671,-37.851,-20.13585106,38.52573855,33:18.7,145.2757577,33:18.4,H2b4,33:18.8,824
-357.597,Professional,319.881,Flute,33:19.2,-153.0660851,33:18.9,0,7.649,-30.18,-20.13585106,38.52573855,33:19.1,145.2757577,33:18.7,H2b4,33:19.1,824
-350.061,Professional,319.96,Flute,33:19.6,-153.0660851,33:19.2,0,-8.703,-22.531,-20.13585106,38.52573855,33:19.4,145.2757577,33:19.1,H2b4,33:19.4,824
-342.491,Professional,335.843,Flute,33:19.9,-153.0660851,33:19.6,0,20.261,-31.234,-20.13585106,38.52573855,33:19.7,145.2757577,33:19.4,H2b4,33:19.7,824
-367.077,Professional,319.901,Flute,33:20.2,-153.0660851,33:19.9,0,,-10.973,-20.13585106,38.52573855,33:20.0,145.2757577,33:19.7,H2b4,33:20.1,824
