,Unnamed: 0,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,Group,Instrument
874,5,2681.122,17:02.0,H1b1,16:59.3,552,0 days 00:00:00.336153000,16:59.4,16:59.1,,,13.50907895,19.73732844,2674.469421,22.69138889,7,,Professional,Percussion
875,6,2676.513,17:02.3,H1b1,16:59.6,552,0 days 00:00:00.335543000,16:59.8,16:59.4,,,13.50907895,19.73732844,2674.469421,22.69138889,7,,Professional,Percussion
876,7,2676.699,17:02.6,H1b1,16:59.9,552,0 days 00:00:00.335991000,17:00.1,16:59.8,,,13.50907895,19.73732844,2674.469421,22.69138889,7,,Professional,Percussion
877,8,2668.248,17:02.9,H1b1,17:00.3,552,0 days 00:00:00.335796000,17:00.4,17:00.1,17:00.3,11.123,13.50907895,19.73732844,2674.469421,22.69138889,7,32.867,Professional,Percussion
878,9,2672.364,17:03.3,H1b1,17:00.6,552,0 days 00:00:00.335864000,17:00.8,17:00.4,17:00.7,43.99,13.50907895,19.73732844,2674.469421,22.69138889,7,-16.735,Professional,Percussion
879,10,2680.332,17:03.6,H1b1,17:01.0,552,0 days 00:00:00.319876000,17:01.1,17:00.8,17:01.0,27.255,13.50907895,19.73732844,2674.469421,22.69138889,7,-4.489,Professional,Percussion
880,11,2680.016,17:04.0,H1b1,17:01.3,552,0 days 00:00:00.335662000,17:01.4,17:01.1,17:01.3,22.766,13.50907895,19.73732844,2674.469421,22.69138889,7,4.078,Professional,Percussion
881,12,2663.47,17:04.3,H1b1,17:01.6,552,0 days 00:00:00.336130000,17:01.8,17:01.4,17:01.6,26.844,13.50907895,19.73732844,2674.469421,22.69138889,7,-16.737,Professional,Percussion
882,13,2675.118,17:04.6,H1b1,17:01.9,552,0 days 00:00:00.335642000,17:02.1,17:01.8,17:02.0,10.107,13.50907895,19.73732844,2674.469421,22.69138889,7,-4.098,Professional,Percussion
883,14,2679.253,17:05.0,H1b1,17:02.3,552,0 days 00:00:00.335842000,17:02.4,17:02.1,17:02.3,6.009,13.50907895,19.73732844,2674.469421,22.69138889,7,-0.113,Professional,Percussion
884,15,2666.888,17:05.3,H1b1,17:02.6,552,0 days 00:00:00.319828000,17:02.8,17:02.4,17:02.6,5.896,13.50907895,19.73732844,2674.469421,22.69138889,7,7.712,Professional,Percussion
885,16,2674.834,17:05.6,H1b1,17:02.9,552,0 days 00:00:00.335996000,17:03.1,17:02.8,17:02.9,13.608,13.50907895,19.73732844,2674.469421,22.69138889,7,3.916,Professional,Percussion
886,17,2670.609,17:05.9,H1b1,17:03.3,552,0 days 00:00:00.335776000,17:03.4,17:03.1,17:03.3,17.524,13.50907895,19.73732844,2674.469421,22.69138889,7,8.056,Professional,Percussion
887,18,2666.303,17:06.3,H1b1,17:03.6,552,0 days 00:00:00.335854000,17:03.8,17:03.4,17:03.6,25.58,13.50907895,19.73732844,2674.469421,22.69138889,7,-16.294,Professional,Percussion
888,19,2670.367,17:06.6,H1b1,17:03.9,552,0 days 00:00:00.335719000,17:04.1,17:03.8,17:04.0,9.286,13.50907895,19.73732844,2674.469421,22.69138889,7,-16.603,Professional,Percussion
889,20,2674.574,17:07.0,H1b1,17:04.3,552,0 days 00:00:00.335817000,17:04.4,17:04.1,17:04.3,-7.317,13.50907895,19.73732844,2674.469421,22.69138889,7,11.961,Professional,Percussion
890,21,2690.775,17:07.3,H1b1,17:04.6,552,0 days 00:00:00.319848000,17:04.8,17:04.4,17:04.6,4.644,13.50907895,19.73732844,2674.469421,22.69138889,7,19.929,Professional,Percussion
891,22,2706.552,17:07.6,H1b1,17:04.9,552,0 days 00:00:00.335721000,17:05.1,17:04.8,17:05.0,24.573,13.50907895,19.73732844,2674.469421,22.69138889,7,-12.244,Professional,Percussion
892,23,2706.27,17:08.0,H1b1,17:05.3,552,0 days 00:00:00.335941000,17:05.4,17:05.1,17:05.3,12.329,13.50907895,19.73732844,2674.469421,22.69138889,7,-8.167,Professional,Percussion
893,24,2706.15,17:08.3,H1b1,17:05.6,552,0 days 00:00:00.336116000,17:05.8,17:05.4,17:05.6,4.162,13.50907895,19.73732844,2674.469421,22.69138889,7,-4.345,Professional,Percussion
894,25,2689.597,17:08.6,H1b1,17:05.9,552,0 days 00:00:00.335526000,17:06.1,17:05.8,17:05.9,-0.183,13.50907895,19.73732844,2674.469421,22.69138889,7,-4.056,Professional,Percussion
895,26,2689.764,17:09.0,H1b1,17:06.3,552,0 days 00:00:00.319735000,17:06.4,17:06.1,17:06.3,-4.239,13.50907895,19.73732844,2674.469421,22.69138889,7,20.183,Professional,Percussion
896,27,2689.508,17:09.3,H1b1,17:06.6,552,0 days 00:00:00.336140000,17:06.8,17:06.4,17:06.6,15.944,13.50907895,19.73732844,2674.469421,22.69138889,7,3.786,Professional,Percussion
897,28,2697.147,17:09.6,H1b1,17:06.9,552,0 days 00:00:00.335591000,17:07.1,17:06.8,17:07.0,19.73,13.50907895,19.73732844,2674.469421,22.69138889,7,16.427,Professional,Percussion
898,29,2676.935,17:09.9,H1b1,17:07.3,552,0 days 00:00:00.336034000,17:07.4,17:07.1,17:07.3,36.157,13.50907895,19.73732844,2674.469421,22.69138889,7,-0.409,Professional,Percussion
899,30,2668.374,17:10.3,H1b1,17:07.6,552,0 days 00:00:00.335805000,17:07.8,17:07.4,17:07.6,35.748,13.50907895,19.73732844,2674.469421,22.69138889,7,-0.366,Professional,Percussion
900,31,2676.626,17:10.6,H1b1,17:07.9,552,0 days 00:00:00.319710000,17:08.1,17:07.8,17:08.0,35.382,13.50907895,19.73732844,2674.469421,22.69138889,7,16.111,Professional,Percussion
901,32,2672.087,17:10.9,H1b1,17:08.3,552,0 days 00:00:00.335672000,17:08.4,17:08.1,17:08.3,51.493,13.50907895,19.73732844,2674.469421,22.69138889,7,-16.109,Professional,Percussion
902,33,2659.435,17:11.3,H1b1,17:08.6,552,0 days 00:00:00.335990000,17:08.8,17:08.4,17:08.6,35.384,13.50907895,19.73732844,2674.469421,22.69138889,7,-0.297,Professional,Percussion
903,34,2663.311,17:11.6,H1b1,17:08.9,552,0 days 00:00:00.335682000,17:09.1,17:08.8,17:09.0,35.087,13.50907895,19.73732844,2674.469421,22.69138889,7,-16.203,Professional,Percussion
904,35,2630.759,17:11.9,H1b1,17:09.3,552,0 days 00:00:00.336043000,17:09.4,17:09.1,17:09.3,18.884,13.50907895,19.73732844,2674.469421,22.69138889,7,7.736,Professional,Percussion
905,36,2626.569,17:12.2,H1b1,17:09.6,552,0 days 00:00:00.319709000,17:09.8,17:09.4,17:09.6,26.62,13.50907895,19.73732844,2674.469421,22.69138889,7,-4.33,Professional,Percussion
906,37,2630.294,17:12.6,H1b1,17:09.9,552,0 days 00:00:00.335689000,17:10.1,17:09.8,17:09.9,22.29,13.50907895,19.73732844,2674.469421,22.69138889,7,-8.216,Professional,Percussion
907,38,2601.632,17:12.9,H1b1,17:10.3,552,0 days 00:00:00.336068000,17:10.4,17:10.1,17:10.3,14.074,13.50907895,19.73732844,2674.469421,22.69138889,7,7.989,Professional,Percussion
908,39,,,H1b1,17:10.6,552,0 days 00:00:00.335917000,17:10.8,17:10.4,17:10.6,22.063,13.50907895,19.73732844,2674.469421,22.69138889,7,-20.746,Professional,Percussion
909,40,,,H1b1,17:10.9,552,0 days 00:00:00.335639000,17:11.1,17:10.8,17:10.9,1.317,13.50907895,19.73732844,2674.469421,22.69138889,7,-12.619,Professional,Percussion
910,41,,,H1b1,17:11.3,552,0 days 00:00:00.335691000,17:11.4,17:11.1,17:11.3,-11.302,13.50907895,19.73732844,2674.469421,22.69138889,7,4.175,Professional,Percussion
911,42,,,H1b1,17:11.6,552,0 days 00:00:00.320025000,17:11.8,17:11.4,17:11.6,-7.127,13.50907895,19.73732844,2674.469421,22.69138889,7,-16.895,Professional,Percussion
912,43,,,H1b1,17:11.9,552,0 days 00:00:00.335609000,17:12.1,17:11.8,17:11.9,-24.022,13.50907895,19.73732844,2674.469421,22.69138889,7,-3.756,Professional,Percussion
913,44,,,H1b1,17:12.3,552,0 days 00:00:00.336212000,17:12.4,17:12.1,17:12.2,-27.778,13.50907895,19.73732844,2674.469421,22.69138889,7,-12.778,Professional,Percussion
914,45,,,H1b1,17:12.6,552,0 days 00:00:00.335845000,17:12.8,17:12.4,17:12.6,-40.556,13.50907895,19.73732844,2674.469421,22.69138889,7,,Professional,Percussion
915,1,1345.827,15:26.5,H1b2,15:25.1,552,0 days 00:00:00.335882000,15:25.3,15:25.0,,,20.38728571,20.66680605,1351.929286,20.71474734,3,,Professional,Percussion
916,2,1349.718,15:26.8,H1b2,15:25.5,552,0 days 00:00:00.335513000,15:25.6,15:25.3,,,20.38728571,20.66680605,1351.929286,20.71474734,3,,Professional,Percussion
917,3,1378.495,15:27.2,H1b2,15:25.8,552,0 days 00:00:00.319980000,15:26.0,15:25.6,,,20.38728571,20.66680605,1351.929286,20.71474734,3,,Professional,Percussion
918,4,1394.332,15:27.5,H1b2,15:26.1,552,0 days 00:00:00.335881000,15:26.3,15:26.0,15:26.1,2.283,20.38728571,20.66680605,1351.929286,20.71474734,3,16.288,Professional,Percussion
919,5,1390.088,15:27.9,H1b2,15:26.5,552,0 days 00:00:00.335821000,15:26.6,15:26.3,15:26.5,18.571,20.38728571,20.66680605,1351.929286,20.71474734,3,3.952,Professional,Percussion
920,6,1365.333,15:28.2,H1b2,15:26.8,552,0 days 00:00:00.335791000,15:27.0,15:26.6,15:26.8,22.523,20.38728571,20.66680605,1351.929286,20.71474734,3,28.499,Professional,Percussion
921,7,1365.067,15:28.5,H1b2,15:27.1,552,0 days 00:00:00.335858000,15:27.3,15:27.0,15:27.2,51.022,20.38728571,20.66680605,1351.929286,20.71474734,3,-0.041,Professional,Percussion
922,8,1377.52,15:28.9,H1b2,15:27.5,552,0 days 00:00:00.319673000,15:27.6,15:27.3,15:27.5,50.981,20.38728571,20.66680605,1351.929286,20.71474734,3,11.964,Professional,Percussion
923,9,1381.388,15:29.2,H1b2,15:27.8,552,0 days 00:00:00.336117000,15:28.0,15:27.6,15:27.9,62.945,20.38728571,20.66680605,1351.929286,20.71474734,3,-25.051,Professional,Percussion
924,10,1376.574,15:29.5,H1b2,15:28.1,552,0 days 00:00:00.335481000,15:28.3,15:28.0,15:28.2,37.894,20.38728571,20.66680605,1351.929286,20.71474734,3,0.044,Professional,Percussion
925,11,1376.693,15:29.8,H1b2,15:28.5,552,0 days 00:00:00.335748000,15:28.6,15:28.3,15:28.5,37.938,20.38728571,20.66680605,1351.929286,20.71474734,3,12.563,Professional,Percussion
926,12,1389.18,15:30.2,H1b2,15:28.8,552,0 days 00:00:00.336260000,15:29.0,15:28.6,15:28.9,50.501,20.38728571,20.66680605,1351.929286,20.71474734,3,-12.719,Professional,Percussion
927,13,1380.48,15:30.5,H1b2,15:29.1,552,0 days 00:00:00.335474000,15:29.3,15:29.0,15:29.2,37.782,20.38728571,20.66680605,1351.929286,20.71474734,3,-4.171,Professional,Percussion
928,14,1331.565,15:30.8,H1b2,15:29.5,552,0 days 00:00:00.319879000,15:29.6,15:29.3,15:29.5,33.611,20.38728571,20.66680605,1351.929286,20.71474734,3,15.721,Professional,Percussion
929,15,1359.665,15:31.2,H1b2,15:29.8,552,0 days 00:00:00.335986000,15:30.0,15:29.6,15:29.8,49.332,20.38728571,20.66680605,1351.929286,20.71474734,3,12.249,Professional,Percussion
930,16,1355.412,15:31.5,H1b2,15:30.1,552,0 days 00:00:00.335848000,15:30.3,15:30.0,15:30.2,61.581,20.38728571,20.66680605,1351.929286,20.71474734,3,-8.288,Professional,Percussion
931,17,1355.361,15:31.8,H1b2,15:30.5,552,0 days 00:00:00.335827000,15:30.6,15:30.3,15:30.5,53.293,20.38728571,20.66680605,1351.929286,20.71474734,3,-49.268,Professional,Percussion
932,18,1342.899,15:32.1,H1b2,15:30.8,552,0 days 00:00:00.335954000,15:31.0,15:30.6,15:30.8,4.025,20.38728571,20.66680605,1351.929286,20.71474734,3,12.025,Professional,Percussion
933,19,1318.122,15:32.5,H1b2,15:31.1,552,0 days 00:00:00.319877000,15:31.3,15:31.0,15:31.2,16.05,20.38728571,20.66680605,1351.929286,20.71474734,3,11.856,Professional,Percussion
934,20,1329.945,15:32.8,H1b2,15:31.5,552,0 days 00:00:00.335709000,15:31.6,15:31.3,15:31.5,27.906,20.38728571,20.66680605,1351.929286,20.71474734,3,0.088,Professional,Percussion
935,21,1346.277,15:33.1,H1b2,15:31.8,552,0 days 00:00:00.335925000,15:32.0,15:31.6,15:31.8,27.994,20.38728571,20.66680605,1351.929286,20.71474734,3,-12.56,Professional,Percussion
936,22,1349.922,15:33.5,H1b2,15:32.1,552,0 days 00:00:00.335820000,15:32.3,15:32.0,15:32.1,15.434,20.38728571,20.66680605,1351.929286,20.71474734,3,-24.643,Professional,Percussion
937,23,1345.708,15:33.8,H1b2,15:32.5,552,0 days 00:00:00.335624000,15:32.6,15:32.3,15:32.5,-9.209,20.38728571,20.66680605,1351.929286,20.71474734,3,-3.924,Professional,Percussion
938,24,1333.873,15:34.1,H1b2,15:32.8,552,0 days 00:00:00.319894000,15:33.0,15:32.6,15:32.8,-13.133,20.38728571,20.66680605,1351.929286,20.71474734,3,32.147,Professional,Percussion
939,25,1345.395,15:34.5,H1b2,15:33.1,552,0 days 00:00:00.335760000,15:33.3,15:33.0,15:33.1,19.014,20.38728571,20.66680605,1351.929286,20.71474734,3,3.81,Professional,Percussion
940,26,1337.349,15:34.8,H1b2,15:33.5,552,0 days 00:00:00.335646000,15:33.6,15:33.3,15:33.5,22.824,20.38728571,20.66680605,1351.929286,20.71474734,3,-4.04,Professional,Percussion
941,27,1333.359,15:35.1,H1b2,15:33.8,552,0 days 00:00:00.336133000,15:34.0,15:33.6,15:33.8,18.784,20.38728571,20.66680605,1351.929286,20.71474734,3,-12.344,Professional,Percussion
942,28,1349.371,15:35.5,H1b2,15:34.1,552,0 days 00:00:00.336031000,15:34.3,15:34.0,15:34.1,6.44,20.38728571,20.66680605,1351.929286,20.71474734,3,-4.615,Professional,Percussion
943,29,1344.776,15:35.8,H1b2,15:34.5,552,0 days 00:00:00.335588000,15:34.6,15:34.3,15:34.5,1.825,20.38728571,20.66680605,1351.929286,20.71474734,3,-7.874,Professional,Percussion
944,30,1345.012,15:36.1,H1b2,15:34.8,552,0 days 00:00:00.319864000,15:35.0,15:34.6,15:34.8,-6.049,20.38728571,20.66680605,1351.929286,20.71474734,3,11.792,Professional,Percussion
945,31,1365.071,15:36.5,H1b2,15:35.1,552,0 days 00:00:00.335809000,15:35.3,15:35.0,15:35.1,5.743,20.38728571,20.66680605,1351.929286,20.71474734,3,16.336,Professional,Percussion
946,32,1356.748,15:36.8,H1b2,15:35.5,552,0 days 00:00:00.335731000,15:35.6,15:35.3,15:35.5,22.079,20.38728571,20.66680605,1351.929286,20.71474734,3,-4.295,Professional,Percussion
947,33,1360.846,15:37.2,H1b2,15:35.8,552,0 days 00:00:00.335967000,15:36.0,15:35.6,15:35.8,17.784,20.38728571,20.66680605,1351.929286,20.71474734,3,-0.143,Professional,Percussion
948,34,1340.027,15:37.5,H1b2,15:36.1,552,0 days 00:00:00.336390000,15:36.3,15:36.0,15:36.1,17.641,20.38728571,20.66680605,1351.929286,20.71474734,3,3.533,Professional,Percussion
949,35,1323.097,15:37.8,H1b2,15:36.5,552,0 days 00:00:00.319279000,15:36.6,15:36.3,15:36.5,21.174,20.38728571,20.66680605,1351.929286,20.71474734,3,8.207,Professional,Percussion
950,36,1355.937,15:38.1,H1b2,15:36.8,552,0 days 00:00:00.335825000,15:37.0,15:36.6,15:36.8,29.381,20.38728571,20.66680605,1351.929286,20.71474734,3,4.004,Professional,Percussion
951,37,1347.612,15:38.5,H1b2,15:37.1,552,0 days 00:00:00.336016000,15:37.3,15:37.0,15:37.2,33.385,20.38728571,20.66680605,1351.929286,20.71474734,3,-20.868,Professional,Percussion
952,38,1314.573,15:38.8,H1b2,15:37.5,552,0 days 00:00:00.335601000,15:37.6,15:37.3,15:37.5,12.517,20.38728571,20.66680605,1351.929286,20.71474734,3,-16.141,Professional,Percussion
953,39,1322.643,15:39.1,H1b2,15:37.8,552,0 days 00:00:00.335701000,15:38.0,15:37.6,15:37.8,-3.624,20.38728571,20.66680605,1351.929286,20.71474734,3,16.418,Professional,Percussion
954,40,1318.422,15:39.4,H1b2,15:38.1,552,0 days 00:00:00.335797000,15:38.3,15:38.0,15:38.1,12.794,20.38728571,20.66680605,1351.929286,20.71474734,3,-8.297,Professional,Percussion
955,41,1334.85,15:39.8,H1b2,15:38.5,552,0 days 00:00:00.320137000,15:38.6,15:38.3,15:38.5,4.497,20.38728571,20.66680605,1351.929286,20.71474734,3,-17.16,Professional,Percussion
956,42,1346.498,15:40.1,H1b2,15:38.8,552,0 days 00:00:00.335829000,15:39.0,15:38.6,15:38.8,-12.663,20.38728571,20.66680605,1351.929286,20.71474734,3,7.842,Professional,Percussion
957,43,,,H1b2,15:39.1,552,0 days 00:00:00.335821000,15:39.3,15:39.0,15:39.1,-4.821,20.38728571,20.66680605,1351.929286,20.71474734,3,-4.341,Professional,Percussion
958,44,,,H1b2,15:39.5,552,0 days 00:00:00.335684000,15:39.6,15:39.3,15:39.4,-9.162,20.38728571,20.66680605,1351.929286,20.71474734,3,16.541,Professional,Percussion
959,45,,,H1b2,15:39.8,552,0 days 00:00:00.335857000,15:40.0,15:39.6,15:39.8,7.379,20.38728571,20.66680605,1351.929286,20.71474734,3,,Professional,Percussion
960,1,1361.741,24:46.9,H1b3,24:45.6,552,0 days 00:00:00.335870000,24:45.8,24:45.4,,,-16.12821429,22.05080091,1314.141024,22.35012952,3,,Professional,Percussion
961,2,1349.221,24:47.3,H1b3,24:45.9,552,0 days 00:00:00.335871000,24:46.1,24:45.8,,,-16.12821429,22.05080091,1314.141024,22.35012952,3,,Professional,Percussion
962,3,1328.767,24:47.6,H1b3,24:46.3,552,0 days 00:00:00.335628000,24:46.4,24:46.1,,,-16.12821429,22.05080091,1314.141024,22.35012952,3,,Professional,Percussion
963,4,1328.669,24:47.9,H1b3,24:46.6,552,0 days 00:00:00.336071000,24:46.8,24:46.4,24:46.6,14.556,-16.12821429,22.05080091,1314.141024,22.35012952,3,3.745,Professional,Percussion
964,5,1328.634,24:48.3,H1b3,24:46.9,552,0 days 00:00:00.319774000,24:47.1,24:46.8,24:46.9,18.301,-16.12821429,22.05080091,1314.141024,22.35012952,3,3.576,Professional,Percussion
965,6,1369.138,24:48.6,H1b3,24:47.2,552,0 days 00:00:00.335968000,24:47.4,24:47.1,24:47.3,21.877,-16.12821429,22.05080091,1314.141024,22.35012952,3,-20.551,Professional,Percussion
966,7,1339.928,24:48.9,H1b3,24:47.6,552,0 days 00:00:00.336920000,24:47.8,24:47.4,24:47.6,1.326,-16.12821429,22.05080091,1314.141024,22.35012952,3,-1.39,Professional,Percussion
967,8,1330.716,24:49.3,H1b3,24:47.9,552,0 days 00:00:00.334428000,24:48.1,24:47.8,24:47.9,-0.064,-16.12821429,22.05080091,1314.141024,22.35012952,3,1.608,Professional,Percussion
968,9,1327.679,24:49.6,H1b3,24:48.3,552,0 days 00:00:00.335883000,24:48.4,24:48.1,24:48.3,1.544,-16.12821429,22.05080091,1314.141024,22.35012952,3,24.395,Professional,Percussion
969,10,1315.541,24:49.9,H1b3,24:48.6,552,0 days 00:00:00.320007000,24:48.8,24:48.4,24:48.6,25.939,-16.12821429,22.05080091,1314.141024,22.35012952,3,-13.249,Professional,Percussion
970,11,1331.087,24:50.2,H1b3,24:48.9,552,0 days 00:00:00.335727000,24:49.1,24:48.8,24:48.9,12.69,-16.12821429,22.05080091,1314.141024,22.35012952,3,-8.019,Professional,Percussion
971,12,1322.96,24:50.6,H1b3,24:49.2,552,0 days 00:00:00.335580000,24:49.4,24:49.1,24:49.3,4.671,-16.12821429,22.05080091,1314.141024,22.35012952,3,-4.189,Professional,Percussion
972,13,1314.944,24:50.9,H1b3,24:49.6,552,0 days 00:00:00.336044000,24:49.8,24:49.4,24:49.6,0.482,-16.12821429,22.05080091,1314.141024,22.35012952,3,-12.299,Professional,Percussion
973,14,1310.414,24:51.2,H1b3,24:49.9,552,0 days 00:00:00.335816000,24:50.1,24:49.8,24:49.9,-11.817,-16.12821429,22.05080091,1314.141024,22.35012952,3,-0.263,Professional,Percussion
974,15,1310.46,24:51.6,H1b3,24:50.3,552,0 days 00:00:00.335764000,24:50.4,24:50.1,24:50.2,-12.08,-16.12821429,22.05080091,1314.141024,22.35012952,3,-8.164,Professional,Percussion
975,16,1302.306,24:51.9,H1b3,24:50.6,552,0 days 00:00:00.319992000,24:50.8,24:50.4,24:50.6,-20.244,-16.12821429,22.05080091,1314.141024,22.35012952,3,7.572,Professional,Percussion
976,17,1326.268,24:52.2,H1b3,24:50.9,552,0 days 00:00:00.335930000,24:51.1,24:50.8,24:50.9,-12.672,-16.12821429,22.05080091,1314.141024,22.35012952,3,-4.416,Professional,Percussion
977,18,1321.795,24:52.6,H1b3,24:51.2,552,0 days 00:00:00.335335000,24:51.4,24:51.1,24:51.2,-17.088,-16.12821429,22.05080091,1314.141024,22.35012952,3,0.527,Professional,Percussion
978,19,1334.438,24:52.9,H1b3,24:51.6,552,0 days 00:00:00.336338000,24:51.8,24:51.4,24:51.6,-16.561,-16.12821429,22.05080091,1314.141024,22.35012952,3,-8.728,Professional,Percussion
979,20,1325.684,24:53.2,H1b3,24:51.9,552,0 days 00:00:00.335723000,24:52.1,24:51.8,24:51.9,-25.289,-16.12821429,22.05080091,1314.141024,22.35012952,3,8.231,Professional,Percussion
980,21,1313.387,24:53.6,H1b3,24:52.3,552,0 days 00:00:00.319503000,24:52.4,24:52.1,24:52.2,-17.058,-16.12821429,22.05080091,1314.141024,22.35012952,3,11.954,Professional,Percussion
981,22,1329.687,24:53.9,H1b3,24:52.6,552,0 days 00:00:00.336046000,24:52.7,24:52.4,24:52.6,-5.104,-16.12821429,22.05080091,1314.141024,22.35012952,3,11.932,Professional,Percussion
982,23,1321.024,24:54.2,H1b3,24:52.9,552,0 days 00:00:00.335830000,24:53.1,24:52.7,24:52.9,6.828,-16.12821429,22.05080091,1314.141024,22.35012952,3,-8.246,Professional,Percussion
983,24,1308.706,24:54.6,H1b3,24:53.2,552,0 days 00:00:00.335647000,24:53.4,24:53.1,24:53.2,-1.418,-16.12821429,22.05080091,1314.141024,22.35012952,3,-12.221,Professional,Percussion
984,25,1308.776,24:54.9,H1b3,24:53.6,552,0 days 00:00:00.336149000,24:53.8,24:53.4,24:53.6,-13.639,-16.12821429,22.05080091,1314.141024,22.35012952,3,-0.346,Professional,Percussion
985,26,1300.295,24:55.2,H1b3,24:53.9,552,0 days 00:00:00.319562000,24:54.1,24:53.8,24:53.9,-13.985,-16.12821429,22.05080091,1314.141024,22.35012952,3,7.821,Professional,Percussion
986,27,1312.414,24:55.6,H1b3,24:54.2,552,0 days 00:00:00.335836000,24:54.4,24:54.1,24:54.2,-6.164,-16.12821429,22.05080091,1314.141024,22.35012952,3,-12.324,Professional,Percussion
987,28,1291.744,24:55.9,H1b3,24:54.6,552,0 days 00:00:00.335959000,24:54.7,24:54.4,24:54.6,-18.488,-16.12821429,22.05080091,1314.141024,22.35012952,3,-0.242,Professional,Percussion
988,29,1295.525,24:56.2,H1b3,24:54.9,552,0 days 00:00:00.336105000,24:55.1,24:54.7,24:54.9,-18.73,-16.12821429,22.05080091,1314.141024,22.35012952,3,-8.437,Professional,Percussion
989,30,1299.459,24:56.5,H1b3,24:55.2,552,0 days 00:00:00.335373000,24:55.4,24:55.1,24:55.2,-27.167,-16.12821429,22.05080091,1314.141024,22.35012952,3,-3.692,Professional,Percussion
990,31,1283.273,24:56.9,H1b3,24:55.6,552,0 days 00:00:00.336018000,24:55.7,24:55.4,24:55.6,-30.859,-16.12821429,22.05080091,1314.141024,22.35012952,3,-20.852,Professional,Percussion
991,32,1262.644,24:57.2,H1b3,24:55.9,552,0 days 00:00:00.319822000,24:56.1,24:55.7,24:55.9,-51.711,-16.12821429,22.05080091,1314.141024,22.35012952,3,19.918,Professional,Percussion
992,33,1294.911,24:57.5,H1b3,24:56.2,552,0 days 00:00:00.335962000,24:56.4,24:56.1,24:56.2,-31.793,-16.12821429,22.05080091,1314.141024,22.35012952,3,4.077,Professional,Percussion
993,34,1278.205,24:57.9,H1b3,24:56.6,552,0 days 00:00:00.335695000,24:56.7,24:56.4,24:56.5,-27.716,-16.12821429,22.05080091,1314.141024,22.35012952,3,-16.508,Professional,Percussion
994,35,1290.66,24:58.2,H1b3,24:56.9,552,0 days 00:00:00.335788000,24:57.1,24:56.7,24:56.9,-44.224,-16.12821429,22.05080091,1314.141024,22.35012952,3,-20.399,Professional,Percussion
995,36,1270.13,24:58.5,H1b3,24:57.2,552,0 days 00:00:00.336029000,24:57.4,24:57.1,24:57.2,-64.623,-16.12821429,22.05080091,1314.141024,22.35012952,3,16.06,Professional,Percussion
