,Unnamed: 0,Asynchrony,Tap Onset,Test,True Onset,User ID,IOI,Max,Min,Sanitized Tap Onset,Sanitized Asynchrony,Sanitized Mean Asynchrony,Sanitized Std Dev Asynchrony,Mean Asynchrony,Std Dev Asynchrony,Missed Taps,Phase Correction Response,Group,Instrument
740,6,1351.825,28:59.3,H1a2,28:57.9,552,0 days 00:00:00.335909000,28:58.1,28:57.7,28:57.9,-23.885,8.910071429,16.80634914,1340.351476,16.51557976,3,7.817,Professional,Percussion
741,7,1323.144,28:59.6,H1a2,28:58.2,552,0 days 00:00:00.335854000,28:58.4,28:58.1,28:58.2,-16.068,8.910071429,16.80634914,1340.351476,16.51557976,3,0.033,Professional,Percussion
742,8,1326.971,28:59.9,H1a2,28:58.6,552,0 days 00:00:00.335911000,28:58.7,28:58.4,28:58.6,-16.035,8.910071429,16.80634914,1340.351476,16.51557976,3,20.533,Professional,Percussion
743,9,1347.022,29:00.3,H1a2,28:58.9,552,0 days 00:00:00.320005000,28:59.1,28:58.7,28:58.9,4.498,8.910071429,16.80634914,1340.351476,16.51557976,3,19.648,Professional,Percussion
744,10,1346.536,29:00.6,H1a2,28:59.2,552,0 days 00:00:00.335663000,28:59.4,28:59.1,28:59.3,24.146,8.910071429,16.80634914,1340.351476,16.51557976,3,-28.435,Professional,Percussion
745,11,1346.783,29:00.9,H1a2,28:59.6,552,0 days 00:00:00.335668000,28:59.7,28:59.4,28:59.6,-4.289,8.910071429,16.80634914,1340.351476,16.51557976,3,4.013,Professional,Percussion
746,12,1359.17,29:01.3,H1a2,28:59.9,552,0 days 00:00:00.336122000,29:00.1,28:59.7,28:59.9,-0.276,8.910071429,16.80634914,1340.351476,16.51557976,3,19.84,Professional,Percussion
747,13,1354.25,29:01.6,H1a2,29:00.2,552,0 days 00:00:00.335693000,29:00.4,29:00.1,29:00.3,19.564,8.910071429,16.80634914,1340.351476,16.51557976,3,-16.174,Professional,Percussion
748,14,1358.643,29:01.9,H1a2,29:00.6,552,0 days 00:00:00.319918000,29:00.7,29:00.4,29:00.6,3.39,8.910071429,16.80634914,1340.351476,16.51557976,3,15.992,Professional,Percussion
749,15,1362.183,29:02.3,H1a2,29:00.9,552,0 days 00:00:00.335686000,29:01.1,29:00.7,29:00.9,19.382,8.910071429,16.80634914,1340.351476,16.51557976,3,12.369,Professional,Percussion
750,16,1329.461,29:02.6,H1a2,29:01.2,552,0 days 00:00:00.336018000,29:01.4,29:01.1,29:01.3,31.751,8.910071429,16.80634914,1340.351476,16.51557976,3,-4.816,Professional,Percussion
751,17,1361.826,29:02.9,H1a2,29:01.6,552,0 days 00:00:00.335654000,29:01.7,29:01.4,29:01.6,26.935,8.910071429,16.80634914,1340.351476,16.51557976,3,4.432,Professional,Percussion
752,18,1362.312,29:03.3,H1a2,29:01.9,552,0 days 00:00:00.335949000,29:02.1,29:01.7,29:01.9,31.367,8.910071429,16.80634914,1340.351476,16.51557976,3,-12.491,Professional,Percussion
753,19,1349.218,29:03.6,H1a2,29:02.2,552,0 days 00:00:00.319701000,29:02.4,29:02.1,29:02.3,18.876,8.910071429,16.80634914,1340.351476,16.51557976,3,-16.737,Professional,Percussion
754,20,1357.395,29:03.9,H1a2,29:02.6,552,0 days 00:00:00.335607000,29:02.7,29:02.4,29:02.6,2.139,8.910071429,16.80634914,1340.351476,16.51557976,3,32.776,Professional,Percussion
755,21,1349.375,29:04.2,H1a2,29:02.9,552,0 days 00:00:00.336048000,29:03.1,29:02.7,29:02.9,34.915,8.910071429,16.80634914,1340.351476,16.51557976,3,0.092,Professional,Percussion
756,22,1348.639,29:04.6,H1a2,29:03.2,552,0 days 00:00:00.335839000,29:03.4,29:03.1,29:03.3,35.007,8.910071429,16.80634914,1340.351476,16.51557976,3,-12.984,Professional,Percussion
757,23,1332.54,29:04.9,H1a2,29:03.6,552,0 days 00:00:00.335794000,29:03.7,29:03.4,29:03.6,22.023,8.910071429,16.80634914,1340.351476,16.51557976,3,-7.916,Professional,Percussion
758,24,1315.995,29:05.2,H1a2,29:03.9,552,0 days 00:00:00.335983000,29:04.1,29:03.7,29:03.9,14.107,8.910071429,16.80634914,1340.351476,16.51557976,3,-8.396,Professional,Percussion
759,25,1303.588,29:05.5,H1a2,29:04.2,552,0 days 00:00:00.319752000,29:04.4,29:04.1,29:04.2,5.711,8.910071429,16.80634914,1340.351476,16.51557976,3,15.56,Professional,Percussion
760,26,1327.471,29:05.9,H1a2,29:04.6,552,0 days 00:00:00.335879000,29:04.7,29:04.4,29:04.6,21.271,8.910071429,16.80634914,1340.351476,16.51557976,3,-16.139,Professional,Percussion
761,27,1348.043,29:06.2,H1a2,29:04.9,552,0 days 00:00:00.335936000,29:05.1,29:04.7,29:04.9,5.132,8.910071429,16.80634914,1340.351476,16.51557976,3,-16.687,Professional,Percussion
762,28,1364.109,29:06.6,H1a2,29:05.2,552,0 days 00:00:00.335639000,29:05.4,29:05.1,29:05.2,-11.555,8.910071429,16.80634914,1340.351476,16.51557976,3,-12.063,Professional,Percussion
763,29,1343.715,29:06.9,H1a2,29:05.6,552,0 days 00:00:00.335923000,29:05.7,29:05.4,29:05.5,-23.618,8.910071429,16.80634914,1340.351476,16.51557976,3,7.712,Professional,Percussion
764,30,1347.729,29:07.3,H1a2,29:05.9,552,0 days 00:00:00.319839000,29:06.1,29:05.7,29:05.9,-15.906,8.910071429,16.80634914,1340.351476,16.51557976,3,36.612,Professional,Percussion
765,31,1351.22,29:07.6,H1a2,29:06.2,552,0 days 00:00:00.335768000,29:06.4,29:06.1,29:06.2,20.706,8.910071429,16.80634914,1340.351476,16.51557976,3,16.234,Professional,Percussion
766,32,1342.999,29:07.9,H1a2,29:06.6,552,0 days 00:00:00.335741000,29:06.7,29:06.4,29:06.6,36.94,8.910071429,16.80634914,1340.351476,16.51557976,3,-20.496,Professional,Percussion
767,33,1338.947,29:08.2,H1a2,29:06.9,552,0 days 00:00:00.335877000,29:07.1,29:06.7,29:06.9,16.444,8.910071429,16.80634914,1340.351476,16.51557976,3,4.06,Professional,Percussion
768,34,1346.688,29:08.6,H1a2,29:07.2,552,0 days 00:00:00.335802000,29:07.4,29:07.1,29:07.3,20.504,8.910071429,16.80634914,1340.351476,16.51557976,3,-12.472,Professional,Percussion
769,35,1322.349,29:08.9,H1a2,29:07.6,552,0 days 00:00:00.319924000,29:07.7,29:07.4,29:07.6,8.032,8.910071429,16.80634914,1340.351476,16.51557976,3,7.623,Professional,Percussion
770,36,1321.742,29:09.2,H1a2,29:07.9,552,0 days 00:00:00.335783000,29:08.1,29:07.7,29:07.9,15.655,8.910071429,16.80634914,1340.351476,16.51557976,3,-4.094,Professional,Percussion
771,37,1342.406,29:09.6,H1a2,29:08.2,552,0 days 00:00:00.335612000,29:08.4,29:08.1,29:08.2,11.561,8.910071429,16.80634914,1340.351476,16.51557976,3,8.006,Professional,Percussion
772,38,1338.19,29:09.9,H1a2,29:08.6,552,0 days 00:00:00.336025000,29:08.7,29:08.4,29:08.6,19.567,8.910071429,16.80634914,1340.351476,16.51557976,3,-24.562,Professional,Percussion
773,39,1325.562,29:10.2,H1a2,29:08.9,552,0 days 00:00:00.335908000,29:09.1,29:08.7,29:08.9,-4.995,8.910071429,16.80634914,1340.351476,16.51557976,3,-16.591,Professional,Percussion
774,40,1325.469,29:10.6,H1a2,29:09.2,552,0 days 00:00:00.335636000,29:09.4,29:09.1,29:09.2,-21.586,8.910071429,16.80634914,1340.351476,16.51557976,3,20.811,Professional,Percussion
775,41,1341.797,29:10.9,H1a2,29:09.6,552,0 days 00:00:00.319918000,29:09.7,29:09.4,29:09.6,-0.775,8.910071429,16.80634914,1340.351476,16.51557976,3,11.478,Professional,Percussion
776,42,1365.771,29:11.3,H1a2,29:09.9,552,0 days 00:00:00.335817000,29:10.1,29:09.7,29:09.9,10.703,8.910071429,16.80634914,1340.351476,16.51557976,3,-12.42,Professional,Percussion
777,43,,,H1a2,29:10.2,552,0 days 00:00:00.335851000,29:10.4,29:10.1,29:10.2,-1.717,8.910071429,16.80634914,1340.351476,16.51557976,3,-0.036,Professional,Percussion
778,44,,,H1a2,29:10.6,552,0 days 00:00:00.335820000,29:10.7,29:10.4,29:10.6,-1.753,8.910071429,16.80634914,1340.351476,16.51557976,3,16.144,Professional,Percussion
779,45,,,H1a2,29:10.9,552,0 days 00:00:00.335944000,29:11.1,29:10.7,29:10.9,14.391,8.910071429,16.80634914,1340.351476,16.51557976,3,,Professional,Percussion
780,1,1344.396,13:56.8,H1a3,13:55.4,552,0 days 00:00:00.319633000,13:55.6,13:55.2,,,0.157619048,24.90602034,1332.164143,25.59500697,3,,Professional,Percussion
781,2,1364.628,13:57.1,H1a3,13:55.7,552,0 days 00:00:00.335844000,13:55.9,13:55.6,,,0.157619048,24.90602034,1332.164143,25.59500697,3,,Professional,Percussion
782,3,1343.87,13:57.4,H1a3,13:56.1,552,0 days 00:00:00.335706000,13:56.2,13:55.9,,,0.157619048,24.90602034,1332.164143,25.59500697,3,,Professional,Percussion
783,4,1348.14,13:57.7,H1a3,13:56.4,552,0 days 00:00:00.336118000,13:56.6,13:56.2,13:56.4,5.197,0.157619048,24.90602034,1332.164143,25.59500697,3,11.898,Professional,Percussion
784,5,1355.641,13:58.1,H1a3,13:56.7,552,0 days 00:00:00.335616000,13:56.9,13:56.6,13:56.8,17.095,0.157619048,24.90602034,1332.164143,25.59500697,3,4.249,Professional,Percussion
785,6,1359.96,13:58.4,H1a3,13:57.1,552,0 days 00:00:00.335661000,13:57.2,13:56.9,13:57.1,21.344,0.157619048,24.90602034,1332.164143,25.59500697,3,-20.575,Professional,Percussion
786,7,1356.123,13:58.8,H1a3,13:57.4,552,0 days 00:00:00.320016000,13:57.6,13:57.2,13:57.4,0.769,0.157619048,24.90602034,1332.164143,25.59500697,3,19.96,Professional,Percussion
787,8,1355.487,13:59.1,H1a3,13:57.7,552,0 days 00:00:00.335650000,13:57.9,13:57.6,13:57.7,20.729,0.157619048,24.90602034,1332.164143,25.59500697,3,7.969,Professional,Percussion
788,9,1343.267,13:59.4,H1a3,13:58.1,552,0 days 00:00:00.336038000,13:58.2,13:57.9,13:58.1,28.698,0.157619048,24.90602034,1332.164143,25.59500697,3,3.897,Professional,Percussion
789,10,1326.525,13:59.7,H1a3,13:58.4,552,0 days 00:00:00.335807000,13:58.6,13:58.2,13:58.4,32.595,0.157619048,24.90602034,1332.164143,25.59500697,3,-3.983,Professional,Percussion
790,11,1326.179,14:00.1,H1a3,13:58.7,552,0 days 00:00:00.335993000,13:58.9,13:58.6,13:58.8,28.612,0.157619048,24.90602034,1332.164143,25.59500697,3,-16.613,Professional,Percussion
791,12,1325.926,14:00.4,H1a3,13:59.1,552,0 days 00:00:00.319730000,13:59.2,13:58.9,13:59.1,11.999,0.157619048,24.90602034,1332.164143,25.59500697,3,3.7,Professional,Percussion
792,13,1301.077,14:00.7,H1a3,13:59.4,552,0 days 00:00:00.335699000,13:59.6,13:59.2,13:59.4,15.699,0.157619048,24.90602034,1332.164143,25.59500697,3,-16.403,Professional,Percussion
793,14,1276.613,14:01.0,H1a3,13:59.7,552,0 days 00:00:00.335912000,13:59.9,13:59.6,13:59.7,-0.704,0.157619048,24.90602034,1332.164143,25.59500697,3,-0.451,Professional,Percussion
794,15,1321.723,14:01.4,H1a3,14:00.1,552,0 days 00:00:00.335820000,14:00.2,13:59.9,14:00.1,-1.155,0.157619048,24.90602034,1332.164143,25.59500697,3,-0.08,Professional,Percussion
795,16,1333.682,14:01.7,H1a3,14:00.4,552,0 days 00:00:00.335985000,14:00.6,14:00.2,14:00.4,-1.235,0.157619048,24.90602034,1332.164143,25.59500697,3,-41.104,Professional,Percussion
796,17,1341.616,14:02.1,H1a3,14:00.7,552,0 days 00:00:00.319707000,14:00.9,14:00.6,14:00.7,-42.339,0.157619048,24.90602034,1332.164143,25.59500697,3,-8.472,Professional,Percussion
797,18,1345.429,14:02.4,H1a3,14:01.1,552,0 days 00:00:00.335906000,14:01.2,14:00.9,14:01.0,-50.811,0.157619048,24.90602034,1332.164143,25.59500697,3,45.116,Professional,Percussion
798,19,1332.93,14:02.7,H1a3,14:01.4,552,0 days 00:00:00.335616000,14:01.6,14:01.2,14:01.4,-5.695,0.157619048,24.90602034,1332.164143,25.59500697,3,12.163,Professional,Percussion
799,20,1320.772,14:03.0,H1a3,14:01.7,552,0 days 00:00:00.336119000,14:01.9,14:01.6,14:01.7,6.468,0.157619048,24.90602034,1332.164143,25.59500697,3,7.8,Professional,Percussion
800,21,1303.774,14:03.4,H1a3,14:02.1,552,0 days 00:00:00.335579000,14:02.2,14:01.9,14:02.1,14.268,0.157619048,24.90602034,1332.164143,25.59500697,3,-12.059,Professional,Percussion
801,22,1279.378,14:03.7,H1a3,14:02.4,552,0 days 00:00:00.336028000,14:02.6,14:02.2,14:02.4,2.209,0.157619048,24.90602034,1332.164143,25.59500697,3,-12.621,Professional,Percussion
802,23,1279.362,14:04.0,H1a3,14:02.7,552,0 days 00:00:00.319758000,14:02.9,14:02.6,14:02.7,-10.412,0.157619048,24.90602034,1332.164143,25.59500697,3,3.7,Professional,Percussion
803,24,1283.074,14:04.3,H1a3,14:03.1,552,0 days 00:00:00.335853000,14:03.2,14:02.9,14:03.0,-6.712,0.157619048,24.90602034,1332.164143,25.59500697,3,-16.732,Professional,Percussion
804,25,1291.154,14:04.7,H1a3,14:03.4,552,0 days 00:00:00.335745000,14:03.6,14:03.2,14:03.4,-23.444,0.157619048,24.90602034,1332.164143,25.59500697,3,-24.562,Professional,Percussion
805,26,1307.575,14:05.0,H1a3,14:03.7,552,0 days 00:00:00.335809000,14:03.9,14:03.6,14:03.7,-48.006,0.157619048,24.90602034,1332.164143,25.59500697,3,0.203,Professional,Percussion
806,27,1315.492,14:05.4,H1a3,14:04.1,552,0 days 00:00:00.335777000,14:04.2,14:03.9,14:04.0,-47.803,0.157619048,24.90602034,1332.164143,25.59500697,3,-12.307,Professional,Percussion
807,28,1331.52,14:05.7,H1a3,14:04.4,552,0 days 00:00:00.319755000,14:04.6,14:04.2,14:04.3,-60.11,0.157619048,24.90602034,1332.164143,25.59500697,3,24.178,Professional,Percussion
808,29,1360.18,14:06.1,H1a3,14:04.7,552,0 days 00:00:00.336156000,14:04.9,14:04.6,14:04.7,-35.932,0.157619048,24.90602034,1332.164143,25.59500697,3,16.01,Professional,Percussion
809,30,1363.776,14:06.4,H1a3,14:05.1,552,0 days 00:00:00.335566000,14:05.2,14:04.9,14:05.0,-19.922,0.157619048,24.90602034,1332.164143,25.59500697,3,8.16,Professional,Percussion
810,31,1355.691,14:06.7,H1a3,14:05.4,552,0 days 00:00:00.340111000,14:05.6,14:05.2,14:05.4,-11.762,0.157619048,24.90602034,1332.164143,25.59500697,3,11.694,Professional,Percussion
811,32,1335.052,14:07.1,H1a3,14:05.7,552,0 days 00:00:00.331837000,14:05.9,14:05.6,14:05.7,-0.068,0.157619048,24.90602034,1332.164143,25.59500697,3,16.578,Professional,Percussion
812,33,1343.05,14:07.4,H1a3,14:06.1,552,0 days 00:00:00.319558000,14:06.2,14:05.9,14:06.1,16.51,0.157619048,24.90602034,1332.164143,25.59500697,3,20.194,Professional,Percussion
813,34,1330.28,14:07.7,H1a3,14:06.4,552,0 days 00:00:00.335831000,14:06.5,14:06.2,14:06.4,36.704,0.157619048,24.90602034,1332.164143,25.59500697,3,-8.35,Professional,Percussion
814,35,1309.965,14:08.0,H1a3,14:06.7,552,0 days 00:00:00.335940000,14:06.9,14:06.5,14:06.7,28.354,0.157619048,24.90602034,1332.164143,25.59500697,3,-16.468,Professional,Percussion
815,36,1321.944,14:08.4,H1a3,14:07.1,552,0 days 00:00:00.335928000,14:07.2,14:06.9,14:07.1,11.886,0.157619048,24.90602034,1332.164143,25.59500697,3,3.907,Professional,Percussion
816,37,1333.803,14:08.7,H1a3,14:07.4,552,0 days 00:00:00.335465000,14:07.6,14:07.2,14:07.4,15.793,0.157619048,24.90602034,1332.164143,25.59500697,3,-28.677,Professional,Percussion
817,38,1338.52,14:09.1,H1a3,14:07.7,552,0 days 00:00:00.320039000,14:07.9,14:07.6,14:07.7,-12.884,0.157619048,24.90602034,1332.164143,25.59500697,3,-4.523,Professional,Percussion
818,39,1353.906,14:09.4,H1a3,14:08.0,552,0 days 00:00:00.335927000,14:08.2,14:07.9,14:08.0,-17.407,0.157619048,24.90602034,1332.164143,25.59500697,3,11.992,Professional,Percussion
819,40,1374.006,14:09.8,H1a3,14:08.4,552,0 days 00:00:00.335617000,14:08.5,14:08.2,14:08.4,-5.415,0.157619048,24.90602034,1332.164143,25.59500697,3,12.17,Professional,Percussion
820,41,1362.234,14:10.1,H1a3,14:08.7,552,0 days 00:00:00.336214000,14:08.9,14:08.5,14:08.7,6.755,0.157619048,24.90602034,1332.164143,25.59500697,3,3.968,Professional,Percussion
821,42,1353.174,14:10.4,H1a3,14:09.1,552,0 days 00:00:00.335715000,14:09.2,14:08.9,14:09.1,10.723,0.157619048,24.90602034,1332.164143,25.59500697,3,-0.29,Professional,Percussion
822,43,,,H1a3,14:09.4,552,0 days 00:00:00.335557000,14:09.6,14:09.2,14:09.4,10.433,0.157619048,24.90602034,1332.164143,25.59500697,3,20.47,Professional,Percussion
823,44,,,H1a3,14:09.7,552,0 days 00:00:00.320055000,14:09.9,14:09.6,14:09.8,30.903,0.157619048,24.90602034,1332.164143,25.59500697,3,3.79,Professional,Percussion
824,45,,,H1a3,14:10.0,552,0 days 00:00:00.335848000,14:10.2,14:09.9,14:10.1,34.693,0.157619048,24.90602034,1332.164143,25.59500697,3,,Professional,Percussion
825,1,1320.184,25:07.3,H1a4,25:06.0,552,0 days 00:00:00.336018000,25:06.1,25:05.8,,,-37.52233333,22.56044925,1292.73431,21.67754686,3,,Professional,Percussion
826,2,1328.287,25:07.6,H1a4,25:06.3,552,0 days 00:00:00.335704000,25:06.5,25:06.1,,,-37.52233333,22.56044925,1292.73431,21.67754686,3,,Professional,Percussion
827,3,1315.779,25:08.0,H1a4,25:06.6,552,0 days 00:00:00.319797000,25:06.8,25:06.5,,,-37.52233333,22.56044925,1292.73431,21.67754686,3,,Professional,Percussion
828,4,1331.897,25:08.3,H1a4,25:07.0,552,0 days 00:00:00.335576000,25:07.1,25:06.8,25:07.0,-2.651,-37.52233333,22.56044925,1292.73431,21.67754686,3,-4.26,Professional,Percussion
829,5,1303.249,25:08.6,H1a4,25:07.3,552,0 days 00:00:00.335993000,25:07.5,25:07.1,25:07.3,-6.911,-37.52233333,22.56044925,1292.73431,21.67754686,3,8.128,Professional,Percussion
830,6,1303.351,25:08.9,H1a4,25:07.6,552,0 days 00:00:00.336047000,25:07.8,25:07.5,25:07.6,1.217,-37.52233333,22.56044925,1292.73431,21.67754686,3,-12.851,Professional,Percussion
831,7,1269.94,25:09.2,H1a4,25:08.0,552,0 days 00:00:00.335683000,25:08.1,25:07.8,25:08.0,-11.634,-37.52233333,22.56044925,1292.73431,21.67754686,3,0.232,Professional,Percussion
832,8,1269.89,25:09.6,H1a4,25:08.3,552,0 days 00:00:00.319778000,25:08.5,25:08.1,25:08.3,-11.402,-37.52233333,22.56044925,1292.73431,21.67754686,3,-12.85,Professional,Percussion
833,9,1290.195,25:09.9,H1a4,25:08.6,552,0 days 00:00:00.336060000,25:08.8,25:08.5,25:08.6,-24.252,-37.52233333,22.56044925,1292.73431,21.67754686,3,0.035,Professional,Percussion
834,10,1298.033,25:10.3,H1a4,25:09.0,552,0 days 00:00:00.335817000,25:09.1,25:08.8,25:08.9,-24.217,-37.52233333,22.56044925,1292.73431,21.67754686,3,-33.181,Professional,Percussion
835,11,1297.754,25:10.6,H1a4,25:09.3,552,0 days 00:00:00.335818000,25:09.5,25:09.1,25:09.2,-57.398,-37.52233333,22.56044925,1292.73431,21.67754686,3,-0.185,Professional,Percussion
836,12,1306.127,25:10.9,H1a4,25:09.6,552,0 days 00:00:00.335685000,25:09.8,25:09.5,25:09.6,-57.583,-37.52233333,22.56044925,1292.73431,21.67754686,3,4.398,Professional,Percussion
837,13,1326.411,25:11.3,H1a4,25:10.0,552,0 days 00:00:00.335725000,25:10.1,25:09.8,25:09.9,-53.185,-37.52233333,22.56044925,1292.73431,21.67754686,3,8.173,Professional,Percussion
838,14,1318.185,25:11.6,H1a4,25:10.3,552,0 days 00:00:00.319723000,25:10.5,25:10.1,25:10.3,-45.012,-37.52233333,22.56044925,1292.73431,21.67754686,3,15.815,Professional,Percussion
839,15,1293.39,25:11.9,H1a4,25:10.6,552,0 days 00:00:00.335993000,25:10.8,25:10.5,25:10.6,-29.197,-37.52233333,22.56044925,1292.73431,21.67754686,3,8.198,Professional,Percussion
840,16,1293.224,25:12.3,H1a4,25:11.0,552,0 days 00:00:00.335631000,25:11.1,25:10.8,25:10.9,-20.999,-37.52233333,22.56044925,1292.73431,21.67754686,3,20.338,Professional,Percussion
841,17,1277.026,25:12.6,H1a4,25:11.3,552,0 days 00:00:00.335786000,25:11.5,25:11.1,25:11.3,-0.661,-37.52233333,22.56044925,1292.73431,21.67754686,3,-8.287,Professional,Percussion
842,18,1252.086,25:12.9,H1a4,25:11.6,552,0 days 00:00:00.336240000,25:11.8,25:11.5,25:11.6,-8.948,-37.52233333,22.56044925,1292.73431,21.67754686,3,-41.312,Professional,Percussion
843,19,1247.549,25:13.2,H1a4,25:12.0,552,0 days 00:00:00.319699000,25:12.1,25:11.8,25:11.9,-50.26,-37.52233333,22.56044925,1292.73431,21.67754686,3,16.128,Professional,Percussion
844,20,1263.343,25:13.6,H1a4,25:12.3,552,0 days 00:00:00.335630000,25:12.5,25:12.1,25:12.3,-34.132,-37.52233333,22.56044925,1292.73431,21.67754686,3,-16.197,Professional,Percussion
845,21,1288.345,25:13.9,H1a4,25:12.6,552,0 days 00:00:00.335965000,25:12.8,25:12.5,25:12.6,-50.329,-37.52233333,22.56044925,1292.73431,21.67754686,3,-25.119,Professional,Percussion
846,22,1267.684,25:14.2,H1a4,25:13.0,552,0 days 00:00:00.335885000,25:13.1,25:12.8,25:12.9,-75.448,-37.52233333,22.56044925,1292.73431,21.67754686,3,-4.182,Professional,Percussion
847,23,1267.502,25:14.6,H1a4,25:13.3,552,0 days 00:00:00.335580000,25:13.5,25:13.1,25:13.2,-79.63,-37.52233333,22.56044925,1292.73431,21.67754686,3,-0.087,Professional,Percussion
848,24,1267.443,25:14.9,H1a4,25:13.6,552,0 days 00:00:00.320212000,25:13.8,25:13.5,25:13.6,-79.717,-37.52233333,22.56044925,1292.73431,21.67754686,3,40.42,Professional,Percussion
849,25,1282.802,25:15.2,H1a4,25:14.0,552,0 days 00:00:00.335685000,25:14.1,25:13.8,25:13.9,-39.297,-37.52233333,22.56044925,1292.73431,21.67754686,3,-20.381,Professional,Percussion
850,26,1307.576,25:15.6,H1a4,25:14.3,552,0 days 00:00:00.335716000,25:14.5,25:14.1,25:14.2,-59.678,-37.52233333,22.56044925,1292.73431,21.67754686,3,-0.013,Professional,Percussion
851,27,1266.497,25:15.9,H1a4,25:14.6,552,0 days 00:00:00.336077000,25:14.8,25:14.5,25:14.6,-59.691,-37.52233333,22.56044925,1292.73431,21.67754686,3,-0.556,Professional,Percussion
852,28,1274.706,25:16.2,H1a4,25:15.0,552,0 days 00:00:00.335520000,25:15.1,25:14.8,25:14.9,-60.247,-37.52233333,22.56044925,1292.73431,21.67754686,3,0.051,Professional,Percussion
853,29,1246.153,25:16.5,H1a4,25:15.3,552,0 days 00:00:00.320131000,25:15.5,25:15.1,25:15.2,-60.196,-37.52233333,22.56044925,1292.73431,21.67754686,3,40.328,Professional,Percussion
854,30,1306.83,25:16.9,H1a4,25:15.6,552,0 days 00:00:00.335751000,25:15.8,25:15.5,25:15.6,-19.868,-37.52233333,22.56044925,1292.73431,21.67754686,3,-41.114,Professional,Percussion
855,31,1298.6,25:17.3,H1a4,25:16.0,552,0 days 00:00:00.335618000,25:16.1,25:15.8,25:15.9,-60.982,-37.52233333,22.56044925,1292.73431,21.67754686,3,8.668,Professional,Percussion
856,32,1310.677,25:17.6,H1a4,25:16.3,552,0 days 00:00:00.336100000,25:16.5,25:16.1,25:16.2,-52.314,-37.52233333,22.56044925,1292.73431,21.67754686,3,-29.133,Professional,Percussion
857,33,1290.231,25:17.9,H1a4,25:16.6,552,0 days 00:00:00.335804000,25:16.8,25:16.5,25:16.5,-81.447,-37.52233333,22.56044925,1292.73431,21.67754686,3,45.004,Professional,Percussion
858,34,1306.376,25:18.3,H1a4,25:17.0,552,0 days 00:00:00.335600000,25:17.1,25:16.8,25:16.9,-36.443,-37.52233333,22.56044925,1292.73431,21.67754686,3,-8.079,Professional,Percussion
859,35,1293.987,25:18.6,H1a4,25:17.3,552,0 days 00:00:00.319921000,25:17.5,25:17.1,25:17.3,-44.522,-37.52233333,22.56044925,1292.73431,21.67754686,3,27.774,Professional,Percussion
860,36,1309.817,25:18.9,H1a4,25:17.6,552,0 days 00:00:00.335974000,25:17.8,25:17.5,25:17.6,-16.748,-37.52233333,22.56044925,1292.73431,21.67754686,3,-20.32,Professional,Percussion
861,37,1301.603,25:19.3,H1a4,25:18.0,552,0 days 00:00:00.335541000,25:18.1,25:17.8,25:17.9,-37.068,-37.52233333,22.56044925,1292.73431,21.67754686,3,16.408,Professional,Percussion
862,38,1301.699,25:19.6,H1a4,25:18.3,552,0 days 00:00:00.336057000,25:18.5,25:18.1,25:18.3,-20.66,-37.52233333,22.56044925,1292.73431,21.67754686,3,-12.846,Professional,Percussion
863,39,1297.464,25:19.9,H1a4,25:18.6,552,0 days 00:00:00.335711000,25:18.8,25:18.5,25:18.6,-33.506,-37.52233333,22.56044925,1292.73431,21.67754686,3,0.04,Professional,Percussion
864,40,1309.611,25:20.3,H1a4,25:19.0,552,0 days 00:00:00.319922000,25:19.1,25:18.8,25:18.9,-33.466,-37.52233333,22.56044925,1292.73431,21.67754686,3,7.838,Professional,Percussion
865,41,1304.736,25:20.6,H1a4,25:19.3,552,0 days 00:00:00.335765000,25:19.4,25:19.1,25:19.3,-25.628,-37.52233333,22.56044925,1292.73431,21.67754686,3,-0.128,Professional,Percussion
866,42,1288.602,25:20.9,H1a4,25:19.6,552,0 days 00:00:00.335882000,25:19.8,25:19.4,25:19.6,-25.756,-37.52233333,22.56044925,1292.73431,21.67754686,3,-4.06,Professional,Percussion
867,43,,,H1a4,25:20.0,552,0 days 00:00:00.335643000,25:20.1,25:19.8,25:19.9,-29.816,-37.52233333,22.56044925,1292.73431,21.67754686,3,12.215,Professional,Percussion
868,44,,,H1a4,25:20.3,552,0 days 00:00:00.336101000,25:20.5,25:20.1,25:20.3,-17.601,-37.52233333,22.56044925,1292.73431,21.67754686,3,-21.054,Professional,Percussion
869,45,,,H1a4,25:20.6,552,0 days 00:00:00.335736000,25:20.8,25:20.5,25:20.6,-38.655,-37.52233333,22.56044925,1292.73431,21.67754686,3,,Professional,Percussion
870,1,2714.624,17:00.7,H1b1,16:57.9,552,0 days 00:00:00.336065000,16:58.1,16:57.8,,,13.50907895,19.73732844,2674.469421,22.69138889,7,,Professional,Percussion
871,2,2697.688,17:01.0,H1b1,16:58.3,552,0 days 00:00:00.335512000,16:58.4,16:58.1,,,13.50907895,19.73732844,2674.469421,22.69138889,7,,Professional,Percussion
872,3,2677.563,17:01.3,H1b1,16:58.6,552,0 days 00:00:00.335835000,16:58.8,16:58.4,,,13.50907895,19.73732844,2674.469421,22.69138889,7,,Professional,Percussion
873,4,2681.468,17:01.6,H1b1,16:59.0,552,0 days 00:00:00.319739000,16:59.1,16:58.8,,,13.50907895,19.73732844,2674.469421,22.69138889,7,,Professional,Percussion
